TOA5	ROS_WS	CR3000	4909	CR3000.Std.11	CPU:weather_station_final.CR3	30238	Table2
TIMESTAMP	RECORD	BattV_Min	PTemp_C_Max				
TS	RN	Volts	Deg C				
		Min	Max				
13/10/2011 5:05	923665	13.05	12.98				
13/10/2011 5:05	923666	13.04	12.97				
13/10/2011 5:06	923667	13.05	12.96				
13/10/2011 5:06	923668	13.04	12.95				
13/10/2011 5:07	923669	13.05	12.94				
13/10/2011 5:07	923670	13.04	12.93				
13/10/2011 5:08	923671	13.05	12.93				
13/10/2011 5:08	923672	13.04	12.92				
13/10/2011 5:09	923673	13.05	12.91				
13/10/2011 5:09	923674	13.04	12.9				
13/10/2011 5:10	923675	13.05	12.9				
13/10/2011 5:10	923676	13.04	12.89				
13/10/2011 5:11	923677	13.05	12.88				
13/10/2011 5:11	923678	13.04	12.87				
13/10/2011 5:12	923679	13.05	12.86				
13/10/2011 5:12	923680	13.04	12.85				
13/10/2011 5:13	923681	13.05	12.84				
13/10/2011 5:13	923682	13.04	12.83				
13/10/2011 5:14	923683	13.05	12.82				
13/10/2011 5:14	923684	13.04	12.82				
13/10/2011 5:15	923685	13.05	12.81				
13/10/2011 5:15	923686	13.04	12.8				
13/10/2011 5:16	923687	13.05	12.79				
13/10/2011 5:16	923688	13.04	12.78				
13/10/2011 5:17	923689	13.05	12.77				
13/10/2011 5:17	923690	13.04	12.76				
13/10/2011 5:18	923691	13.05	12.75				
13/10/2011 5:18	923692	13.04	12.74				
13/10/2011 5:19	923693	13.05	12.73				
13/10/2011 5:19	923694	13.04	12.72				
13/10/2011 5:20	923695	13.05	12.72				
13/10/2011 5:20	923696	13.04	12.7				
13/10/2011 5:21	923697	13.05	12.7				
13/10/2011 5:21	923698	13.04	12.69				
13/10/2011 5:22	923699	13.05	12.68				
13/10/2011 5:22	923700	13.04	12.67				
13/10/2011 5:23	923701	13.05	12.66				
13/10/2011 5:23	923702	13.04	12.65				
13/10/2011 5:24	923703	13.05	12.64				
13/10/2011 5:24	923704	13.04	12.63				
13/10/2011 5:25	923705	13.05	12.62				
13/10/2011 5:25	923706	13.04	12.61				
13/10/2011 5:26	923707	13.05	12.6				
13/10/2011 5:26	923708	13.04	12.59				
13/10/2011 5:27	923709	13.05	12.58				
13/10/2011 5:27	923710	13.04	12.57				
13/10/2011 5:28	923711	13.05	12.56				
13/10/2011 5:28	923712	13.04	12.55				
13/10/2011 5:29	923713	13.05	12.54				
13/10/2011 5:29	923714	13.04	12.53				
13/10/2011 5:30	923715	13.05	12.52				
13/10/2011 5:30	923716	13.04	12.51				
13/10/2011 5:31	923717	13.05	12.51				
13/10/2011 5:31	923718	13.04	12.5				
13/10/2011 5:32	923719	13.05	12.49				
13/10/2011 5:32	923720	13.04	12.48				
13/10/2011 5:33	923721	13.05	12.47				
13/10/2011 5:33	923722	13.04	12.46				
13/10/2011 5:34	923723	13.05	12.46				
13/10/2011 5:34	923724	13.04	12.45				
13/10/2011 5:35	923725	13.05	12.44				
13/10/2011 5:35	923726	13.04	12.43				
13/10/2011 5:36	923727	13.05	12.43				
13/10/2011 5:36	923728	13.04	12.42				
13/10/2011 5:37	923729	13.05	12.42				
13/10/2011 5:37	923730	13.04	12.41				
13/10/2011 5:38	923731	13.05	12.4				
13/10/2011 5:38	923732	13.04	12.39				
13/10/2011 5:39	923733	13.05	12.39				
13/10/2011 5:39	923734	13.04	12.39				
13/10/2011 5:40	923735	13.05	12.38				
13/10/2011 5:40	923736	13.04	12.37				
13/10/2011 5:41	923737	13.05	12.37				
13/10/2011 5:41	923738	13.04	12.37				
13/10/2011 5:42	923739	13.05	12.36				
13/10/2011 5:42	923740	13.04	12.36				
13/10/2011 5:43	923741	13.05	12.36				
13/10/2011 5:43	923742	13.04	12.35				
13/10/2011 5:44	923743	13.05	12.35				
13/10/2011 5:44	923744	13.04	12.34				
13/10/2011 5:45	923745	13.05	12.34				
13/10/2011 5:45	923746	13.04	12.34				
13/10/2011 5:46	923747	13.05	12.33				
13/10/2011 5:46	923748	13.04	12.33				
13/10/2011 5:47	923749	13.05	12.33				
13/10/2011 5:47	923750	13.04	12.33				
13/10/2011 5:48	923751	13.05	12.33				
13/10/2011 5:48	923752	13.04	12.33				
13/10/2011 5:49	923753	13.05	12.33				
13/10/2011 5:49	923754	13.04	12.33				
13/10/2011 5:50	923755	13.05	12.33				
13/10/2011 5:50	923756	13.04	12.32				
13/10/2011 5:51	923757	13.05	12.32				
13/10/2011 5:51	923758	13.04	12.32				
13/10/2011 5:52	923759	13.05	12.32				
13/10/2011 5:52	923760	13.04	12.32				
13/10/2011 5:53	923761	13.05	12.33				
13/10/2011 5:53	923762	13.04	12.33				
13/10/2011 5:54	923763	13.05	12.33				
13/10/2011 5:54	923764	13.04	12.33				
13/10/2011 5:55	923765	13.05	12.33				
13/10/2011 5:55	923766	13.04	12.33				
13/10/2011 5:56	923767	13.05	12.33				
13/10/2011 5:56	923768	13.04	12.34				
13/10/2011 5:57	923769	13.05	12.34				
13/10/2011 5:57	923770	13.04	12.34				
13/10/2011 5:58	923771	13.05	12.34				
13/10/2011 5:58	923772	13.04	12.35				
13/10/2011 5:59	923773	13.05	12.35				
13/10/2011 5:59	923774	13.04	12.35				
13/10/2011 6:00	923775	13.05	12.36				
13/10/2011 6:00	923776	13.04	12.36				
13/10/2011 6:01	923777	13.05	12.36				
13/10/2011 6:01	923778	13.04	12.37				
13/10/2011 6:02	923779	13.05	12.37				
13/10/2011 6:02	923780	13.04	12.38				
13/10/2011 6:03	923781	13.05	12.38				
13/10/2011 6:03	923782	13.04	12.39				
13/10/2011 6:04	923783	13.05	12.39				
13/10/2011 6:04	923784	13.04	12.4				
13/10/2011 6:05	923785	13.05	12.4				
13/10/2011 6:05	923786	13.04	12.4				
13/10/2011 6:06	923787	13.05	12.41				
13/10/2011 6:06	923788	13.04	12.42				
13/10/2011 6:07	923789	13.05	12.42				
13/10/2011 6:07	923790	13.04	12.43				
13/10/2011 6:08	923791	13.05	12.43				
13/10/2011 6:08	923792	13.04	12.44				
13/10/2011 6:09	923793	13.05	12.45				
13/10/2011 6:09	923794	13.04	12.45				
13/10/2011 6:10	923795	13.05	12.46				
13/10/2011 6:10	923796	13.04	12.46				
13/10/2011 6:11	923797	13.05	12.47				
13/10/2011 6:11	923798	13.04	12.48				
13/10/2011 6:12	923799	13.05	12.49				
13/10/2011 6:12	923800	13.04	12.49				
13/10/2011 6:13	923801	13.05	12.5				
13/10/2011 6:13	923802	13.04	12.51				
13/10/2011 6:14	923803	13.05	12.52				
13/10/2011 6:14	923804	13.04	12.52				
13/10/2011 6:15	923805	13.05	12.53				
13/10/2011 6:15	923806	13.04	12.54				
13/10/2011 6:16	923807	13.05	12.55				
13/10/2011 6:16	923808	13.04	12.56				
13/10/2011 6:17	923809	13.05	12.56				
13/10/2011 6:17	923810	13.04	12.57				
13/10/2011 6:18	923811	13.05	12.58				
13/10/2011 6:18	923812	13.04	12.59				
13/10/2011 6:19	923813	13.05	12.6				
13/10/2011 6:19	923814	13.04	12.61				
13/10/2011 6:20	923815	13.05	12.62				
13/10/2011 6:20	923816	13.04	12.62				
13/10/2011 6:21	923817	13.05	12.64				
13/10/2011 6:21	923818	13.04	12.64				
13/10/2011 6:22	923819	13.05	12.66				
13/10/2011 6:22	923820	13.04	12.66				
13/10/2011 6:23	923821	13.05	12.68				
13/10/2011 6:23	923822	13.04	12.68				
13/10/2011 6:24	923823	13.05	12.7				
13/10/2011 6:24	923824	13.04	12.7				
13/10/2011 6:25	923825	13.05	12.72				
13/10/2011 6:25	923826	13.04	12.73				
13/10/2011 6:26	923827	13.05	12.74				
13/10/2011 6:26	923828	13.04	12.75				
13/10/2011 6:27	923829	13.05	12.76				
13/10/2011 6:27	923830	13.04	12.77				
13/10/2011 6:28	923831	13.05	12.78				
13/10/2011 6:28	923832	13.04	12.79				
13/10/2011 6:29	923833	13.05	12.81				
13/10/2011 6:29	923834	13.04	12.82				
13/10/2011 6:30	923835	13.05	12.83				
13/10/2011 6:30	923836	13.04	12.84				
13/10/2011 6:31	923837	13.05	12.85				
13/10/2011 6:31	923838	13.04	12.87				
13/10/2011 6:32	923839	13.05	12.88				
13/10/2011 6:32	923840	13.04	12.89				
13/10/2011 6:33	923841	13.05	12.9				
13/10/2011 6:33	923842	13.04	12.91				
13/10/2011 6:34	923843	13.05	12.93				
13/10/2011 6:34	923844	13.04	12.94				
13/10/2011 6:35	923845	13.05	12.95				
13/10/2011 6:35	923846	13.04	12.97				
13/10/2011 6:36	923847	13.05	12.98				
13/10/2011 6:36	923848	13.04	13				
13/10/2011 6:37	923849	13.05	13.01				
13/10/2011 6:37	923850	13.04	13.02				
13/10/2011 6:38	923851	13.05	13.04				
13/10/2011 6:38	923852	13.04	13.05				
13/10/2011 6:39	923853	13.05	13.07				
13/10/2011 6:39	923854	13.04	13.08				
13/10/2011 6:40	923855	13.05	13.1				
13/10/2011 6:40	923856	13.04	13.11				
13/10/2011 6:41	923857	13.05	13.13				
13/10/2011 6:41	923858	13.04	13.14				
13/10/2011 6:42	923859	13.05	13.16				
13/10/2011 6:42	923860	13.04	13.17				
13/10/2011 6:43	923861	13.05	13.19				
13/10/2011 6:43	923862	13.04	13.2				
13/10/2011 6:44	923863	13.05	13.22				
13/10/2011 6:44	923864	13.04	13.23				
13/10/2011 6:45	923865	13.05	13.25				
13/10/2011 6:45	923866	13.04	13.27				
13/10/2011 6:46	923867	13.05	13.28				
13/10/2011 6:46	923868	13.04	13.3				
13/10/2011 6:47	923869	13.05	13.32				
13/10/2011 6:47	923870	13.04	13.33				
13/10/2011 6:48	923871	13.05	13.35				
13/10/2011 6:48	923872	13.04	13.37				
13/10/2011 6:49	923873	13.05	13.39				
13/10/2011 6:49	923874	13.04	13.4				
13/10/2011 6:50	923875	13.05	13.42				
13/10/2011 6:50	923876	13.04	13.44				
13/10/2011 6:51	923877	13.05	13.45				
13/10/2011 6:51	923878	13.04	13.47				
13/10/2011 6:52	923879	13.05	13.49				
13/10/2011 6:52	923880	13.04	13.51				
13/10/2011 6:53	923881	13.05	13.52				
13/10/2011 6:53	923882	13.04	13.54				
13/10/2011 6:54	923883	13.05	13.56				
13/10/2011 6:54	923884	13.04	13.58				
13/10/2011 6:55	923885	13.05	13.6				
13/10/2011 6:55	923886	13.04	13.62				
13/10/2011 6:56	923887	13.05	13.64				
13/10/2011 6:56	923888	13.04	13.66				
13/10/2011 6:57	923889	13.05	13.68				
13/10/2011 6:57	923890	13.04	13.7				
13/10/2011 6:58	923891	13.05	13.72				
13/10/2011 6:58	923892	13.04	13.74				
13/10/2011 6:59	923893	13.05	13.76				
13/10/2011 6:59	923894	13.04	13.78				
13/10/2011 7:00	923895	13.05	13.8				
13/10/2011 7:00	923896	13.04	13.82				
13/10/2011 7:01	923897	13.05	13.84				
13/10/2011 7:01	923898	13.04	13.86				
13/10/2011 7:02	923899	13.05	13.88				
13/10/2011 7:02	923900	13.04	13.9				
13/10/2011 7:03	923901	13.05	13.92				
13/10/2011 7:03	923902	13.04	13.94				
13/10/2011 7:04	923903	13.05	13.97				
13/10/2011 7:04	923904	13.04	13.99				
13/10/2011 7:05	923905	13.05	14.01				
13/10/2011 7:05	923906	13.04	14.03				
13/10/2011 7:06	923907	13.05	14.05				
13/10/2011 7:06	923908	13.04	14.07				
13/10/2011 7:07	923909	13.05	14.09				
13/10/2011 7:07	923910	13.04	14.11				
13/10/2011 7:08	923911	13.05	14.13				
13/10/2011 7:08	923912	13.04	14.16				
13/10/2011 7:09	923913	13.05	14.18				
13/10/2011 7:09	923914	13.04	14.2				
13/10/2011 7:10	923915	13.05	14.22				
13/10/2011 7:10	923916	13.04	14.24				
13/10/2011 7:11	923917	13.05	14.26				
13/10/2011 7:11	923918	13.04	14.28				
13/10/2011 7:12	923919	13.05	14.3				
13/10/2011 7:12	923920	13.04	14.32				
13/10/2011 7:13	923921	13.05	14.34				
13/10/2011 7:13	923922	13.04	14.36				
13/10/2011 7:14	923923	13.05	14.38				
13/10/2011 7:14	923924	13.04	14.4				
13/10/2011 7:15	923925	13.05	14.42				
13/10/2011 7:15	923926	13.04	14.44				
13/10/2011 7:16	923927	13.05	14.46				
13/10/2011 7:16	923928	13.04	14.48				
13/10/2011 7:17	923929	13.05	14.5				
13/10/2011 7:17	923930	13.04	14.52				
13/10/2011 7:18	923931	13.05	14.54				
13/10/2011 7:18	923932	13.04	14.56				
13/10/2011 7:19	923933	13.05	14.58				
13/10/2011 7:19	923934	13.04	14.6				
13/10/2011 7:20	923935	13.05	14.62				
13/10/2011 7:20	923936	13.04	14.64				
13/10/2011 7:21	923937	13.05	14.66				
13/10/2011 7:21	923938	13.04	14.68				
13/10/2011 7:22	923939	13.05	14.7				
13/10/2011 7:22	923940	13.04	14.72				
13/10/2011 7:23	923941	13.05	14.74				
13/10/2011 7:23	923942	13.04	14.75				
13/10/2011 7:24	923943	13.05	14.77				
13/10/2011 7:24	923944	13.04	14.79				
13/10/2011 7:25	923945	13.05	14.81				
13/10/2011 7:25	923946	13.04	14.83				
13/10/2011 7:26	923947	13.06	14.85				
13/10/2011 7:26	923948	13.04	14.86				
13/10/2011 7:27	923949	13.05	14.88				
13/10/2011 7:27	923950	13.04	14.9				
13/10/2011 7:28	923951	13.05	14.92				
13/10/2011 7:28	923952	13.04	14.94				
13/10/2011 7:29	923953	13.05	14.95				
13/10/2011 7:29	923954	13.04	14.97				
13/10/2011 7:30	923955	13.05	14.99				
13/10/2011 7:30	923956	13.04	15.01				
13/10/2011 7:31	923957	13.05	15.03				
13/10/2011 7:31	923958	13.04	15.04				
13/10/2011 7:32	923959	13.05	15.06				
13/10/2011 7:32	923960	13.04	15.08				
13/10/2011 7:33	923961	13.05	15.09				
13/10/2011 7:33	923962	13.04	15.11				
13/10/2011 7:34	923963	13.05	15.13				
13/10/2011 7:34	923964	13.04	15.15				
13/10/2011 7:35	923965	13.05	15.16				
13/10/2011 7:35	923966	13.04	15.18				
13/10/2011 7:36	923967	13.05	15.2				
13/10/2011 7:36	923968	13.04	15.21				
13/10/2011 7:37	923969	13.05	15.23				
13/10/2011 7:37	923970	13.04	15.25				
13/10/2011 7:38	923971	13.05	15.26				
13/10/2011 7:38	923972	13.04	15.28				
13/10/2011 7:39	923973	13.05	15.3				
13/10/2011 7:39	923974	13.04	15.32				
13/10/2011 7:40	923975	13.05	15.33				
13/10/2011 7:40	923976	13.04	15.35				
13/10/2011 7:41	923977	13.06	15.37				
13/10/2011 7:41	923978	13.04	15.38				
13/10/2011 7:42	923979	13.05	15.4				
13/10/2011 7:42	923980	13.04	15.42				
13/10/2011 7:43	923981	13.05	15.44				
13/10/2011 7:43	923982	13.04	15.45				
13/10/2011 7:44	923983	13.06	15.47				
13/10/2011 7:44	923984	13.04	15.49				
13/10/2011 7:45	923985	13.06	15.5				
13/10/2011 7:45	923986	13.04	15.52				
13/10/2011 7:46	923987	13.05	15.54				
13/10/2011 7:46	923988	13.04	15.55				
13/10/2011 7:47	923989	13.05	15.57				
13/10/2011 7:47	923990	13.04	15.59				
13/10/2011 7:48	923991	13.05	15.61				
13/10/2011 7:48	923992	13.04	15.62				
13/10/2011 7:49	923993	13.06	15.64				
13/10/2011 7:49	923994	13.04	15.65				
13/10/2011 7:50	923995	13.05	15.67				
13/10/2011 7:50	923996	13.04	15.69				
13/10/2011 7:51	923997	13.05	15.71				
13/10/2011 7:51	923998	13.04	15.72				
13/10/2011 7:52	923999	13.05	15.74				
13/10/2011 7:52	924000	13.04	15.75				
13/10/2011 7:53	924001	13.05	15.77				
13/10/2011 7:53	924002	13.04	15.79				
13/10/2011 7:54	924003	13.05	15.8				
13/10/2011 7:54	924004	13.04	15.82				
13/10/2011 7:55	924005	13.05	15.83				
13/10/2011 7:55	924006	13.04	15.85				
13/10/2011 7:56	924007	13.05	15.87				
13/10/2011 7:56	924008	13.04	15.88				
13/10/2011 7:57	924009	13.05	15.9				
13/10/2011 7:57	924010	13.04	15.91				
13/10/2011 7:58	924011	13.06	15.93				
13/10/2011 7:58	924012	13.04	15.94				
13/10/2011 7:59	924013	13.05	15.96				
13/10/2011 7:59	924014	13.04	15.98				
13/10/2011 8:00	924015	13.06	15.99				
13/10/2011 8:00	924016	13.04	16.01				
13/10/2011 8:01	924017	13.06	16.02				
13/10/2011 8:01	924018	13.04	16.04				
13/10/2011 8:02	924019	13.05	16.05				
13/10/2011 8:02	924020	13.04	16.07				
13/10/2011 8:03	924021	13.05	16.09				
13/10/2011 8:03	924022	13.04	16.1				
13/10/2011 8:04	924023	13.05	16.12				
13/10/2011 8:04	924024	13.04	16.13				
13/10/2011 8:05	924025	13.06	16.15				
13/10/2011 8:05	924026	13.05	16.16				
13/10/2011 8:06	924027	13.06	16.18				
13/10/2011 8:06	924028	13.05	16.19				
13/10/2011 8:07	924029	13.06	16.21				
13/10/2011 8:07	924030	13.05	16.22				
13/10/2011 8:08	924031	13.05	16.24				
13/10/2011 8:08	924032	13.04	16.26				
13/10/2011 8:09	924033	13.05	16.27				
13/10/2011 8:09	924034	13.04	16.29				
13/10/2011 8:10	924035	13.06	16.31				
13/10/2011 8:10	924036	13.04	16.32				
13/10/2011 8:11	924037	13.05	16.34				
13/10/2011 8:11	924038	13.04	16.35				
13/10/2011 8:12	924039	13.05	16.37				
13/10/2011 8:12	924040	13.04	16.38				
13/10/2011 8:13	924041	13.06	16.4				
13/10/2011 8:13	924042	13.04	16.41				
13/10/2011 8:14	924043	13.05	16.43				
13/10/2011 8:14	924044	13.04	16.45				
13/10/2011 8:15	924045	13.06	16.46				
13/10/2011 8:15	924046	13.04	16.48				
13/10/2011 8:16	924047	13.06	16.5				
13/10/2011 8:16	924048	13.04	16.51				
13/10/2011 8:17	924049	13.06	16.53				
13/10/2011 8:17	924050	13.04	16.54				
13/10/2011 8:18	924051	13.06	16.56				
13/10/2011 8:18	924052	13.04	16.57				
13/10/2011 8:19	924053	13.05	16.59				
13/10/2011 8:19	924054	13.04	16.61				
13/10/2011 8:20	924055	13.06	16.62				
13/10/2011 8:20	924056	13.04	16.64				
13/10/2011 8:21	924057	13.06	16.65				
13/10/2011 8:21	924058	13.05	16.67				
13/10/2011 8:22	924059	13.06	16.69				
13/10/2011 8:22	924060	13.05	16.7				
13/10/2011 8:23	924061	13.06	16.72				
13/10/2011 8:23	924062	13.05	16.73				
13/10/2011 8:24	924063	13.06	16.75				
13/10/2011 8:24	924064	13.04	16.77				
13/10/2011 8:25	924065	13.06	16.78				
13/10/2011 8:25	924066	13.04	16.8				
13/10/2011 8:26	924067	13.06	16.81				
13/10/2011 8:26	924068	13.04	16.83				
13/10/2011 8:27	924069	13.06	16.85				
13/10/2011 8:27	924070	13.05	16.86				
13/10/2011 8:28	924071	13.06	16.88				
13/10/2011 8:28	924072	13.04	16.89				
13/10/2011 8:29	924073	13.06	16.91				
13/10/2011 8:29	924074	13.04	16.93				
13/10/2011 8:30	924075	13.06	16.94				
13/10/2011 8:30	924076	13.04	16.95				
13/10/2011 8:31	924077	13.06	16.97				
13/10/2011 8:31	924078	13.04	16.99				
13/10/2011 8:32	924079	13.06	17				
13/10/2011 8:32	924080	13.04	17.02				
13/10/2011 8:33	924081	13.05	17.03				
13/10/2011 8:33	924082	13.04	17.05				
13/10/2011 8:34	924083	13.05	17.07				
13/10/2011 8:34	924084	13.04	17.08				
13/10/2011 8:35	924085	13.06	17.1				
13/10/2011 8:35	924086	13.05	17.11				
13/10/2011 8:36	924087	13.06	17.13				
13/10/2011 8:36	924088	13.05	17.14				
13/10/2011 8:37	924089	13.06	17.16				
13/10/2011 8:37	924090	13.04	17.18				
13/10/2011 8:38	924091	13.06	17.2				
13/10/2011 8:38	924092	13.05	17.21				
13/10/2011 8:39	924093	13.06	17.23				
13/10/2011 8:39	924094	13.04	17.24				
13/10/2011 8:40	924095	13.06	17.26				
13/10/2011 8:40	924096	13.04	17.28				
13/10/2011 8:41	924097	13.06	17.3				
13/10/2011 8:41	924098	13.05	17.31				
13/10/2011 8:42	924099	13.06	17.33				
13/10/2011 8:42	924100	13.04	17.35				
13/10/2011 8:43	924101	13.06	17.36				
13/10/2011 8:43	924102	13.05	17.38				
13/10/2011 8:44	924103	13.05	17.4				
13/10/2011 8:44	924104	13.05	17.42				
13/10/2011 8:45	924105	13.06	17.44				
13/10/2011 8:45	924106	13.05	17.45				
13/10/2011 8:46	924107	13.06	17.47				
13/10/2011 8:46	924108	13.05	17.49				
13/10/2011 8:47	924109	13.06	17.51				
13/10/2011 8:47	924110	13.05	17.53				
13/10/2011 8:48	924111	13.06	17.55				
13/10/2011 8:48	924112	13.05	17.57				
13/10/2011 8:49	924113	13.06	17.59				
13/10/2011 8:49	924114	13.05	17.6				
13/10/2011 8:50	924115	13.06	17.62				
13/10/2011 8:50	924116	13.05	17.64				
13/10/2011 8:51	924117	13.06	17.66				
13/10/2011 8:51	924118	13.04	17.68				
13/10/2011 8:52	924119	13.06	17.69				
13/10/2011 8:52	924120	13.04	17.71				
13/10/2011 8:53	924121	13.06	17.73				
13/10/2011 8:53	924122	13.04	17.74				
13/10/2011 8:54	924123	13.06	17.76				
13/10/2011 8:54	924124	13.04	17.78				
13/10/2011 8:55	924125	13.06	17.8				
13/10/2011 8:55	924126	13.05	17.81				
13/10/2011 8:56	924127	13.06	17.83				
13/10/2011 8:56	924128	13.04	17.85				
13/10/2011 8:57	924129	13.06	17.87				
13/10/2011 8:57	924130	13.04	17.88				
13/10/2011 8:58	924131	13.06	17.9				
13/10/2011 8:58	924132	13.04	17.92				
13/10/2011 8:59	924133	13.06	17.93				
13/10/2011 8:59	924134	13.05	17.95				
13/10/2011 9:00	924135	13.06	17.97				
13/10/2011 9:00	924136	13.04	17.99				
13/10/2011 9:01	924137	13.06	18.01				
13/10/2011 9:01	924138	13.04	18.03				
13/10/2011 9:02	924139	13.06	18.04				
13/10/2011 9:02	924140	13.05	18.06				
13/10/2011 9:03	924141	13.06	18.08				
13/10/2011 9:03	924142	13.05	18.1				
13/10/2011 9:04	924143	13.06	18.12				
13/10/2011 9:04	924144	13.05	18.14				
13/10/2011 9:05	924145	13.06	18.16				
13/10/2011 9:05	924146	13.05	18.18				
13/10/2011 9:06	924147	13.06	18.2				
13/10/2011 9:06	924148	13.05	18.21				
13/10/2011 9:07	924149	13.06	18.23				
13/10/2011 9:07	924150	13.05	18.25				
13/10/2011 9:08	924151	13.06	18.27				
13/10/2011 9:08	924152	13.05	18.29				
13/10/2011 9:09	924153	13.06	18.31				
13/10/2011 9:09	924154	13.05	18.33				
13/10/2011 9:10	924155	13.06	18.34				
13/10/2011 9:10	924156	13.05	18.36				
13/10/2011 9:11	924157	13.06	18.38				
13/10/2011 9:11	924158	13.05	18.4				
13/10/2011 9:12	924159	13.06	18.42				
13/10/2011 9:12	924160	13.05	18.44				
13/10/2011 9:13	924161	13.06	18.46				
13/10/2011 9:13	924162	13.05	18.47				
13/10/2011 9:14	924163	13.06	18.49				
13/10/2011 9:14	924164	13.05	18.51				
13/10/2011 9:15	924165	13.06	18.53				
13/10/2011 9:15	924166	13.05	18.55				
13/10/2011 9:16	924167	13.06	18.57				
13/10/2011 9:16	924168	13.05	18.59				
13/10/2011 9:17	924169	13.06	18.61				
13/10/2011 9:17	924170	13.05	18.63				
13/10/2011 9:18	924171	13.06	18.65				
13/10/2011 9:18	924172	13.05	18.67				
13/10/2011 9:19	924173	13.06	18.7				
13/10/2011 9:19	924174	13.05	18.71				
13/10/2011 9:20	924175	13.06	18.74				
13/10/2011 9:20	924176	13.05	18.76				
13/10/2011 9:21	924177	13.06	18.78				
13/10/2011 9:21	924178	13.05	18.8				
13/10/2011 9:22	924179	13.06	18.82				
13/10/2011 9:22	924180	13.05	18.84				
13/10/2011 9:23	924181	13.06	18.87				
13/10/2011 9:23	924182	13.05	18.89				
13/10/2011 9:24	924183	13.06	18.91				
13/10/2011 9:24	924184	13.05	18.93				
13/10/2011 9:25	924185	13.06	18.96				
13/10/2011 9:25	924186	13.05	18.98				
13/10/2011 9:26	924187	13.06	19				
13/10/2011 9:26	924188	13.05	19.02				
13/10/2011 9:27	924189	13.06	19.04				
13/10/2011 9:27	924190	13.05	19.07				
13/10/2011 9:28	924191	13.06	19.09				
13/10/2011 9:28	924192	13.05	19.11				
13/10/2011 9:29	924193	13.06	19.13				
13/10/2011 9:29	924194	13.05	19.15				
13/10/2011 9:30	924195	13.06	19.17				
13/10/2011 9:30	924196	13.05	19.2				
13/10/2011 9:31	924197	13.06	19.22				
13/10/2011 9:31	924198	13.05	19.23				
13/10/2011 9:32	924199	13.06	19.26				
13/10/2011 9:32	924200	13.05	19.28				
13/10/2011 9:33	924201	13.06	19.3				
13/10/2011 9:33	924202	13.05	19.33				
13/10/2011 9:34	924203	13.06	19.35				
13/10/2011 9:34	924204	13.05	19.37				
13/10/2011 9:35	924205	13.06	19.4				
13/10/2011 9:35	924206	13.05	19.42				
13/10/2011 9:36	924207	13.06	19.45				
13/10/2011 9:36	924208	13.05	19.48				
13/10/2011 9:37	924209	13.06	19.51				
13/10/2011 9:37	924210	13.05	19.53				
13/10/2011 9:38	924211	13.06	19.56				
13/10/2011 9:38	924212	13.05	19.59				
13/10/2011 9:39	924213	13.06	19.62				
13/10/2011 9:39	924214	13.05	19.65				
13/10/2011 9:40	924215	13.06	19.68				
13/10/2011 9:40	924216	13.05	19.71				
13/10/2011 9:41	924217	13.06	19.75				
13/10/2011 9:41	924218	13.05	19.78				
13/10/2011 9:42	924219	13.06	19.81				
13/10/2011 9:42	924220	13.05	19.84				
13/10/2011 9:43	924221	13.06	19.88				
13/10/2011 9:43	924222	13.05	19.91				
13/10/2011 9:44	924223	13.06	19.94				
13/10/2011 9:44	924224	13.05	19.97				
13/10/2011 9:45	924225	13.06	20				
13/10/2011 9:45	924226	13.05	20.03				
13/10/2011 9:46	924227	13.06	20.06				
13/10/2011 9:46	924228	13.05	20.09				
13/10/2011 9:47	924229	13.06	20.12				
13/10/2011 9:47	924230	13.05	20.15				
13/10/2011 9:48	924231	13.06	20.18				
13/10/2011 9:48	924232	13.05	20.21				
13/10/2011 9:49	924233	13.06	20.24				
13/10/2011 9:49	924234	13.05	20.27				
13/10/2011 9:50	924235	13.06	20.3				
13/10/2011 9:50	924236	13.05	20.33				
13/10/2011 9:51	924237	13.06	20.37				
13/10/2011 9:51	924238	13.05	20.4				
13/10/2011 9:52	924239	13.06	20.43				
13/10/2011 9:52	924240	13.05	20.46				
13/10/2011 9:53	924241	13.06	20.49				
13/10/2011 9:53	924242	13.05	20.52				
13/10/2011 9:54	924243	13.06	20.55				
13/10/2011 9:54	924244	13.05	20.58				
13/10/2011 9:55	924245	13.06	20.61				
13/10/2011 9:55	924246	13.05	20.64				
13/10/2011 9:56	924247	13.06	20.66				
13/10/2011 9:56	924248	13.05	20.69				
13/10/2011 9:57	924249	13.06	20.72				
13/10/2011 9:57	924250	13.05	20.74				
13/10/2011 9:58	924251	13.06	20.77				
13/10/2011 9:58	924252	13.05	20.79				
13/10/2011 9:59	924253	13.06	20.82				
13/10/2011 9:59	924254	13.05	20.84				
13/10/2011 10:00	924255	13.06	20.86				
13/10/2011 10:00	924256	13.05	20.89				
13/10/2011 10:01	924257	13.06	20.91				
13/10/2011 10:01	924258	13.05	20.94				
13/10/2011 10:02	924259	13.06	20.96				
13/10/2011 10:02	924260	13.05	20.99				
13/10/2011 10:03	924261	13.06	21.02				
13/10/2011 10:03	924262	13.05	21.04				
13/10/2011 10:04	924263	13.06	21.07				
13/10/2011 10:04	924264	13.05	21.1				
13/10/2011 10:05	924265	13.06	21.13				
13/10/2011 10:05	924266	13.05	21.16				
13/10/2011 10:06	924267	13.06	21.19				
13/10/2011 10:06	924268	13.05	21.22				
