TOA5	ROS_WS	CR3000	4909	CR3000.Std.11	CPU:weather_station_final.CR3	30238	Table2
TIMESTAMP	RECORD	BattV_Min	PTemp_C_Max				
TS	RN	Volts	Deg C				
		Min	Max				
6/10/2011 4:41	903457	13.05	10.66				
6/10/2011 4:41	903458	13.03	10.66				
6/10/2011 4:42	903459	13.05	10.66				
6/10/2011 4:42	903460	13.03	10.66				
6/10/2011 4:43	903461	13.05	10.66				
6/10/2011 4:43	903462	13.03	10.66				
6/10/2011 4:44	903463	13.05	10.66				
6/10/2011 4:44	903464	13.03	10.66				
6/10/2011 4:45	903465	13.05	10.66				
6/10/2011 4:45	903466	13.03	10.66				
6/10/2011 4:46	903467	13.05	10.66				
6/10/2011 4:46	903468	13.03	10.66				
6/10/2011 4:47	903469	13.05	10.66				
6/10/2011 4:47	903470	13.03	10.66				
6/10/2011 4:48	903471	13.05	10.66				
6/10/2011 4:48	903472	13.03	10.66				
6/10/2011 4:49	903473	13.05	10.66				
6/10/2011 4:49	903474	13.03	10.66				
6/10/2011 4:50	903475	13.05	10.66				
6/10/2011 4:50	903476	13.03	10.66				
6/10/2011 4:51	903477	13.05	10.66				
6/10/2011 4:51	903478	13.03	10.66				
6/10/2011 4:52	903479	13.05	10.66				
6/10/2011 4:52	903480	13.03	10.66				
6/10/2011 4:53	903481	13.05	10.67				
6/10/2011 4:53	903482	13.03	10.67				
6/10/2011 4:54	903483	13.05	10.67				
6/10/2011 4:54	903484	13.03	10.67				
6/10/2011 4:55	903485	13.05	10.67				
6/10/2011 4:55	903486	13.03	10.67				
6/10/2011 4:56	903487	13.05	10.67				
6/10/2011 4:56	903488	13.03	10.67				
6/10/2011 4:57	903489	13.05	10.67				
6/10/2011 4:57	903490	13.03	10.67				
6/10/2011 4:58	903491	13.05	10.67				
6/10/2011 4:58	903492	13.03	10.67				
6/10/2011 4:59	903493	13.04	10.68				
6/10/2011 4:59	903494	13.03	10.68				
6/10/2011 5:00	903495	13.04	10.68				
6/10/2011 5:00	903496	13.03	10.68				
6/10/2011 5:01	903497	13.04	10.68				
6/10/2011 5:01	903498	13.03	10.68				
6/10/2011 5:02	903499	13.05	10.68				
6/10/2011 5:02	903500	13.03	10.68				
6/10/2011 5:03	903501	13.05	10.68				
6/10/2011 5:03	903502	13.03	10.68				
6/10/2011 5:04	903503	13.05	10.68				
6/10/2011 5:04	903504	13.03	10.68				
6/10/2011 5:05	903505	13.04	10.69				
6/10/2011 5:05	903506	13.03	10.69				
6/10/2011 5:06	903507	13.05	10.69				
6/10/2011 5:06	903508	13.03	10.69				
6/10/2011 5:07	903509	13.04	10.69				
6/10/2011 5:07	903510	13.03	10.69				
6/10/2011 5:08	903511	13.05	10.69				
6/10/2011 5:08	903512	13.03	10.69				
6/10/2011 5:09	903513	13.05	10.69				
6/10/2011 5:09	903514	13.03	10.69				
6/10/2011 5:10	903515	13.05	10.69				
6/10/2011 5:10	903516	13.03	10.69				
6/10/2011 5:11	903517	13.05	10.7				
6/10/2011 5:11	903518	13.03	10.7				
6/10/2011 5:12	903519	13.05	10.7				
6/10/2011 5:12	903520	13.03	10.7				
6/10/2011 5:13	903521	13.05	10.7				
6/10/2011 5:13	903522	13.03	10.7				
6/10/2011 5:14	903523	13.05	10.7				
6/10/2011 5:14	903524	13.03	10.7				
6/10/2011 5:15	903525	13.05	10.7				
6/10/2011 5:15	903526	13.03	10.7				
6/10/2011 5:16	903527	13.05	10.71				
6/10/2011 5:16	903528	13.03	10.71				
6/10/2011 5:17	903529	13.05	10.71				
6/10/2011 5:17	903530	13.03	10.71				
6/10/2011 5:18	903531	13.05	10.71				
6/10/2011 5:18	903532	13.03	10.71				
6/10/2011 5:19	903533	13.05	10.71				
6/10/2011 5:19	903534	13.03	10.71				
6/10/2011 5:20	903535	13.05	10.71				
6/10/2011 5:20	903536	13.04	10.71				
6/10/2011 5:21	903537	13.05	10.71				
6/10/2011 5:21	903538	13.03	10.71				
6/10/2011 5:22	903539	13.05	10.72				
6/10/2011 5:22	903540	13.03	10.71				
6/10/2011 5:23	903541	13.05	10.72				
6/10/2011 5:23	903542	13.03	10.72				
6/10/2011 5:24	903543	13.05	10.72				
6/10/2011 5:24	903544	13.03	10.72				
6/10/2011 5:25	903545	13.05	10.72				
6/10/2011 5:25	903546	13.03	10.72				
6/10/2011 5:26	903547	13.05	10.72				
6/10/2011 5:26	903548	13.03	10.72				
6/10/2011 5:27	903549	13.05	10.72				
6/10/2011 5:27	903550	13.03	10.73				
6/10/2011 5:28	903551	13.05	10.72				
6/10/2011 5:28	903552	13.04	10.73				
6/10/2011 5:29	903553	13.05	10.73				
6/10/2011 5:29	903554	13.03	10.73				
6/10/2011 5:30	903555	13.05	10.73				
6/10/2011 5:30	903556	13.03	10.73				
6/10/2011 5:31	903557	13.05	10.73				
6/10/2011 5:31	903558	13.03	10.73				
6/10/2011 5:32	903559	13.05	10.73				
6/10/2011 5:32	903560	13.04	10.73				
6/10/2011 5:33	903561	13.05	10.74				
6/10/2011 5:33	903562	13.03	10.74				
6/10/2011 5:34	903563	13.05	10.74				
6/10/2011 5:34	903564	13.03	10.74				
6/10/2011 5:35	903565	13.05	10.74				
6/10/2011 5:35	903566	13.03	10.74				
6/10/2011 5:36	903567	13.05	10.74				
6/10/2011 5:36	903568	13.03	10.74				
6/10/2011 5:37	903569	13.05	10.74				
6/10/2011 5:37	903570	13.03	10.74				
6/10/2011 5:38	903571	13.05	10.74				
6/10/2011 5:38	903572	13.03	10.75				
6/10/2011 5:39	903573	13.05	10.75				
6/10/2011 5:39	903574	13.03	10.75				
6/10/2011 5:40	903575	13.05	10.75				
6/10/2011 5:40	903576	13.03	10.75				
6/10/2011 5:41	903577	13.05	10.75				
6/10/2011 5:41	903578	13.03	10.75				
6/10/2011 5:42	903579	13.05	10.76				
6/10/2011 5:42	903580	13.03	10.76				
6/10/2011 5:43	903581	13.05	10.76				
6/10/2011 5:43	903582	13.03	10.76				
6/10/2011 5:44	903583	13.05	10.76				
6/10/2011 5:44	903584	13.03	10.76				
6/10/2011 5:45	903585	13.05	10.76				
6/10/2011 5:45	903586	13.04	10.76				
6/10/2011 5:46	903587	13.05	10.76				
6/10/2011 5:46	903588	13.03	10.76				
6/10/2011 5:47	903589	13.05	10.77				
6/10/2011 5:47	903590	13.03	10.77				
6/10/2011 5:48	903591	13.04	10.77				
6/10/2011 5:48	903592	13.03	10.77				
6/10/2011 5:49	903593	13.05	10.77				
6/10/2011 5:49	903594	13.03	10.77				
6/10/2011 5:50	903595	13.05	10.77				
6/10/2011 5:50	903596	13.03	10.78				
6/10/2011 5:51	903597	13.04	10.78				
6/10/2011 5:51	903598	13.03	10.78				
6/10/2011 5:52	903599	13.04	10.78				
6/10/2011 5:52	903600	13.03	10.78				
6/10/2011 5:53	903601	13.05	10.78				
6/10/2011 5:53	903602	13.03	10.78				
6/10/2011 5:54	903603	13.05	10.78				
6/10/2011 5:54	903604	13.03	10.79				
6/10/2011 5:55	903605	13.05	10.79				
6/10/2011 5:55	903606	13.03	10.79				
6/10/2011 5:56	903607	13.05	10.79				
6/10/2011 5:56	903608	13.03	10.79				
6/10/2011 5:57	903609	13.05	10.79				
6/10/2011 5:57	903610	13.03	10.79				
6/10/2011 5:58	903611	13.05	10.8				
6/10/2011 5:58	903612	13.03	10.8				
6/10/2011 5:59	903613	13.05	10.8				
6/10/2011 5:59	903614	13.03	10.8				
6/10/2011 6:00	903615	13.05	10.81				
6/10/2011 6:00	903616	13.03	10.81				
6/10/2011 6:01	903617	13.05	10.81				
6/10/2011 6:01	903618	13.03	10.81				
6/10/2011 6:02	903619	13.05	10.81				
6/10/2011 6:02	903620	13.03	10.81				
6/10/2011 6:03	903621	13.05	10.82				
6/10/2011 6:03	903622	13.03	10.82				
6/10/2011 6:04	903623	13.05	10.82				
6/10/2011 6:04	903624	13.04	10.82				
6/10/2011 6:05	903625	13.05	10.83				
6/10/2011 6:05	903626	13.04	10.83				
6/10/2011 6:06	903627	13.05	10.83				
6/10/2011 6:06	903628	13.03	10.83				
6/10/2011 6:07	903629	13.05	10.83				
6/10/2011 6:07	903630	13.03	10.84				
6/10/2011 6:08	903631	13.05	10.84				
6/10/2011 6:08	903632	13.03	10.84				
6/10/2011 6:09	903633	13.05	10.85				
6/10/2011 6:09	903634	13.03	10.85				
6/10/2011 6:10	903635	13.05	10.85				
6/10/2011 6:10	903636	13.03	10.85				
6/10/2011 6:11	903637	13.04	10.86				
6/10/2011 6:11	903638	13.03	10.86				
6/10/2011 6:12	903639	13.04	10.86				
6/10/2011 6:12	903640	13.03	10.87				
6/10/2011 6:13	903641	13.05	10.87				
6/10/2011 6:13	903642	13.03	10.87				
6/10/2011 6:14	903643	13.04	10.88				
6/10/2011 6:14	903644	13.03	10.88				
6/10/2011 6:15	903645	13.04	10.88				
6/10/2011 6:15	903646	13.03	10.89				
6/10/2011 6:16	903647	13.05	10.89				
6/10/2011 6:16	903648	13.03	10.89				
6/10/2011 6:17	903649	13.05	10.9				
6/10/2011 6:17	903650	13.03	10.9				
6/10/2011 6:18	903651	13.05	10.91				
6/10/2011 6:18	903652	13.03	10.91				
6/10/2011 6:19	903653	13.05	10.91				
6/10/2011 6:19	903654	13.03	10.92				
6/10/2011 6:20	903655	13.05	10.92				
6/10/2011 6:20	903656	13.03	10.93				
6/10/2011 6:21	903657	13.05	10.93				
6/10/2011 6:21	903658	13.03	10.94				
6/10/2011 6:22	903659	13.05	10.94				
6/10/2011 6:22	903660	13.03	10.94				
6/10/2011 6:23	903661	13.05	10.95				
6/10/2011 6:23	903662	13.03	10.95				
6/10/2011 6:24	903663	13.05	10.96				
6/10/2011 6:24	903664	13.03	10.96				
6/10/2011 6:25	903665	13.05	10.97				
6/10/2011 6:25	903666	13.03	10.97				
6/10/2011 6:26	903667	13.05	10.98				
6/10/2011 6:26	903668	13.03	10.98				
6/10/2011 6:27	903669	13.05	10.99				
6/10/2011 6:27	903670	13.03	10.99				
6/10/2011 6:28	903671	13.05	11				
6/10/2011 6:28	903672	13.03	11.01				
6/10/2011 6:29	903673	13.05	11.01				
6/10/2011 6:29	903674	13.04	11.02				
6/10/2011 6:30	903675	13.05	11.02				
6/10/2011 6:30	903676	13.04	11.03				
6/10/2011 6:31	903677	13.05	11.03				
6/10/2011 6:31	903678	13.03	11.04				
6/10/2011 6:32	903679	13.05	11.04				
6/10/2011 6:32	903680	13.03	11.05				
6/10/2011 6:33	903681	13.05	11.06				
6/10/2011 6:33	903682	13.04	11.06				
6/10/2011 6:34	903683	13.05	11.07				
6/10/2011 6:34	903684	13.03	11.07				
6/10/2011 6:35	903685	13.05	11.08				
6/10/2011 6:35	903686	13.04	11.08				
6/10/2011 6:36	903687	13.05	11.09				
6/10/2011 6:36	903688	13.04	11.1				
6/10/2011 6:37	903689	13.05	11.1				
6/10/2011 6:37	903690	13.04	11.11				
6/10/2011 6:38	903691	13.05	11.12				
6/10/2011 6:38	903692	13.04	11.12				
6/10/2011 6:39	903693	13.05	11.13				
6/10/2011 6:39	903694	13.04	11.14				
6/10/2011 6:40	903695	13.05	11.15				
6/10/2011 6:40	903696	13.03	11.15				
6/10/2011 6:41	903697	13.05	11.16				
6/10/2011 6:41	903698	13.04	11.17				
6/10/2011 6:42	903699	13.05	11.17				
6/10/2011 6:42	903700	13.03	11.18				
6/10/2011 6:43	903701	13.05	11.19				
6/10/2011 6:43	903702	13.04	11.19				
6/10/2011 6:44	903703	13.05	11.2				
6/10/2011 6:44	903704	13.04	11.21				
6/10/2011 6:45	903705	13.05	11.22				
6/10/2011 6:45	903706	13.04	11.22				
6/10/2011 6:46	903707	13.05	11.24				
6/10/2011 6:46	903708	13.04	11.24				
6/10/2011 6:47	903709	13.05	11.25				
6/10/2011 6:47	903710	13.04	11.26				
6/10/2011 6:48	903711	13.05	11.27				
6/10/2011 6:48	903712	13.04	11.28				
6/10/2011 6:49	903713	13.05	11.29				
6/10/2011 6:49	903714	13.04	11.29				
6/10/2011 6:50	903715	13.05	11.31				
6/10/2011 6:50	903716	13.04	11.31				
6/10/2011 6:51	903717	13.05	11.33				
6/10/2011 6:51	903718	13.04	11.33				
6/10/2011 6:52	903719	13.05	11.35				
6/10/2011 6:52	903720	13.04	11.36				
6/10/2011 6:53	903721	13.05	11.37				
6/10/2011 6:53	903722	13.04	11.38				
6/10/2011 6:54	903723	13.05	11.39				
6/10/2011 6:54	903724	13.04	11.4				
6/10/2011 6:55	903725	13.05	11.41				
6/10/2011 6:55	903726	13.03	11.42				
6/10/2011 6:56	903727	13.05	11.43				
6/10/2011 6:56	903728	13.04	11.44				
6/10/2011 6:57	903729	13.05	11.46				
6/10/2011 6:57	903730	13.03	11.47				
6/10/2011 6:58	903731	13.05	11.48				
6/10/2011 6:58	903732	13.03	11.49				
6/10/2011 6:59	903733	13.05	11.51				
6/10/2011 6:59	903734	13.04	11.52				
6/10/2011 7:00	903735	13.05	11.53				
6/10/2011 7:00	903736	13.04	11.54				
6/10/2011 7:01	903737	13.05	11.56				
6/10/2011 7:01	903738	13.04	11.57				
6/10/2011 7:02	903739	13.05	11.58				
6/10/2011 7:02	903740	13.04	11.6				
6/10/2011 7:03	903741	13.05	11.61				
6/10/2011 7:03	903742	13.04	11.63				
6/10/2011 7:04	903743	13.05	11.64				
6/10/2011 7:04	903744	13.04	11.65				
6/10/2011 7:05	903745	13.05	11.67				
6/10/2011 7:05	903746	13.04	11.68				
6/10/2011 7:06	903747	13.05	11.69				
6/10/2011 7:06	903748	13.04	11.71				
6/10/2011 7:07	903749	13.05	11.72				
6/10/2011 7:07	903750	13.04	11.74				
6/10/2011 7:08	903751	13.05	11.75				
6/10/2011 7:08	903752	13.04	11.76				
6/10/2011 7:09	903753	13.05	11.78				
6/10/2011 7:09	903754	13.04	11.79				
6/10/2011 7:10	903755	13.05	11.81				
6/10/2011 7:10	903756	13.04	11.82				
6/10/2011 7:11	903757	13.05	11.83				
6/10/2011 7:11	903758	13.04	11.84				
6/10/2011 7:12	903759	13.05	11.86				
6/10/2011 7:12	903760	13.04	11.87				
6/10/2011 7:13	903761	13.05	11.89				
6/10/2011 7:13	903762	13.04	11.9				
6/10/2011 7:14	903763	13.05	11.91				
6/10/2011 7:14	903764	13.04	11.92				
6/10/2011 7:15	903765	13.05	11.94				
6/10/2011 7:15	903766	13.04	11.95				
6/10/2011 7:16	903767	13.05	11.96				
6/10/2011 7:16	903768	13.04	11.98				
6/10/2011 7:17	903769	13.05	11.99				
6/10/2011 7:17	903770	13.04	12				
6/10/2011 7:18	903771	13.05	12.01				
6/10/2011 7:18	903772	13.04	12.02				
6/10/2011 7:19	903773	13.05	12.04				
6/10/2011 7:19	903774	13.04	12.05				
6/10/2011 7:20	903775	13.05	12.06				
6/10/2011 7:20	903776	13.04	12.07				
6/10/2011 7:21	903777	13.05	12.08				
6/10/2011 7:21	903778	13.04	12.09				
6/10/2011 7:22	903779	13.05	12.1				
6/10/2011 7:22	903780	13.04	12.11				
6/10/2011 7:23	903781	13.05	12.12				
6/10/2011 7:23	903782	13.04	12.14				
6/10/2011 7:24	903783	13.05	12.14				
6/10/2011 7:24	903784	13.04	12.16				
6/10/2011 7:25	903785	13.05	12.17				
6/10/2011 7:25	903786	13.04	12.18				
6/10/2011 7:26	903787	13.05	12.19				
6/10/2011 7:26	903788	13.04	12.2				
6/10/2011 7:27	903789	13.05	12.21				
6/10/2011 7:27	903790	13.04	12.22				
6/10/2011 7:28	903791	13.05	12.22				
6/10/2011 7:28	903792	13.04	12.23				
6/10/2011 7:29	903793	13.05	12.24				
6/10/2011 7:29	903794	13.04	12.25				
6/10/2011 7:30	903795	13.05	12.26				
6/10/2011 7:30	903796	13.04	12.27				
6/10/2011 7:31	903797	13.05	12.28				
6/10/2011 7:31	903798	13.04	12.29				
6/10/2011 7:32	903799	13.05	12.3				
6/10/2011 7:32	903800	13.04	12.31				
6/10/2011 7:33	903801	13.05	12.32				
6/10/2011 7:33	903802	13.04	12.32				
6/10/2011 7:34	903803	13.05	12.33				
6/10/2011 7:34	903804	13.04	12.34				
6/10/2011 7:35	903805	13.05	12.35				
6/10/2011 7:35	903806	13.04	12.36				
6/10/2011 7:36	903807	13.05	12.37				
6/10/2011 7:36	903808	13.04	12.38				
6/10/2011 7:37	903809	13.05	12.38				
6/10/2011 7:37	903810	13.04	12.39				
6/10/2011 7:38	903811	13.05	12.4				
6/10/2011 7:38	903812	13.04	12.41				
6/10/2011 7:39	903813	13.05	12.42				
6/10/2011 7:39	903814	13.04	12.42				
6/10/2011 7:40	903815	13.05	12.43				
6/10/2011 7:40	903816	13.04	12.44				
6/10/2011 7:41	903817	13.05	12.45				
6/10/2011 7:41	903818	13.04	12.45				
6/10/2011 7:42	903819	13.05	12.46				
6/10/2011 7:42	903820	13.04	12.47				
6/10/2011 7:43	903821	13.05	12.48				
6/10/2011 7:43	903822	13.04	12.48				
6/10/2011 7:44	903823	13.05	12.49				
6/10/2011 7:44	903824	13.04	12.5				
6/10/2011 7:45	903825	13.05	12.51				
6/10/2011 7:45	903826	13.04	12.51				
6/10/2011 7:46	903827	13.05	12.52				
6/10/2011 7:46	903828	13.04	12.53				
6/10/2011 7:47	903829	13.05	12.54				
6/10/2011 7:47	903830	13.04	12.54				
6/10/2011 7:48	903831	13.05	12.55				
6/10/2011 7:48	903832	13.04	12.56				
6/10/2011 7:49	903833	13.05	12.56				
6/10/2011 7:49	903834	13.04	12.57				
6/10/2011 7:50	903835	13.05	12.58				
6/10/2011 7:50	903836	13.04	12.58				
6/10/2011 7:51	903837	13.05	12.59				
6/10/2011 7:51	903838	13.04	12.6				
6/10/2011 7:52	903839	13.05	12.6				
6/10/2011 7:52	903840	13.04	12.61				
6/10/2011 7:53	903841	13.05	12.62				
6/10/2011 7:53	903842	13.04	12.62				
6/10/2011 7:54	903843	13.05	12.63				
6/10/2011 7:54	903844	13.04	12.64				
6/10/2011 7:55	903845	13.05	12.64				
6/10/2011 7:55	903846	13.04	12.65				
6/10/2011 7:56	903847	13.05	12.66				
6/10/2011 7:56	903848	13.04	12.67				
6/10/2011 7:57	903849	13.05	12.67				
6/10/2011 7:57	903850	13.04	12.68				
6/10/2011 7:58	903851	13.05	12.69				
6/10/2011 7:58	903852	13.04	12.69				
6/10/2011 7:59	903853	13.05	12.7				
6/10/2011 7:59	903854	13.04	12.71				
6/10/2011 8:00	903855	13.05	12.72				
6/10/2011 8:00	903856	13.04	12.72				
6/10/2011 8:01	903857	13.05	12.73				
6/10/2011 8:01	903858	13.04	12.74				
6/10/2011 8:02	903859	13.05	12.74				
6/10/2011 8:02	903860	13.04	12.75				
6/10/2011 8:03	903861	13.05	12.76				
6/10/2011 8:03	903862	13.04	12.76				
6/10/2011 8:04	903863	13.05	12.77				
6/10/2011 8:04	903864	13.04	12.78				
6/10/2011 8:05	903865	13.05	12.79				
6/10/2011 8:05	903866	13.04	12.79				
6/10/2011 8:06	903867	13.05	12.8				
6/10/2011 8:06	903868	13.04	12.81				
6/10/2011 8:07	903869	13.05	12.82				
6/10/2011 8:07	903870	13.04	12.83				
6/10/2011 8:08	903871	13.05	12.83				
6/10/2011 8:08	903872	13.04	12.84				
6/10/2011 8:09	903873	13.05	12.85				
6/10/2011 8:09	903874	13.04	12.86				
6/10/2011 8:10	903875	13.05	12.87				
6/10/2011 8:10	903876	13.04	12.87				
6/10/2011 8:11	903877	13.05	12.88				
6/10/2011 8:11	903878	13.04	12.89				
6/10/2011 8:12	903879	13.05	12.9				
6/10/2011 8:12	903880	13.04	12.91				
6/10/2011 8:13	903881	13.05	12.92				
6/10/2011 8:13	903882	13.04	12.93				
6/10/2011 8:14	903883	13.05	12.94				
6/10/2011 8:14	903884	13.04	12.95				
6/10/2011 8:15	903885	13.05	12.95				
6/10/2011 8:15	903886	13.04	12.96				
6/10/2011 8:16	903887	13.05	12.97				
6/10/2011 8:16	903888	13.04	12.98				
6/10/2011 8:17	903889	13.05	12.99				
6/10/2011 8:17	903890	13.04	13				
6/10/2011 8:18	903891	13.05	13.01				
6/10/2011 8:18	903892	13.04	13.02				
6/10/2011 8:19	903893	13.05	13.03				
6/10/2011 8:19	903894	13.04	13.04				
6/10/2011 8:20	903895	13.05	13.05				
6/10/2011 8:20	903896	13.04	13.06				
6/10/2011 8:21	903897	13.05	13.07				
6/10/2011 8:21	903898	13.04	13.08				
6/10/2011 8:22	903899	13.05	13.09				
6/10/2011 8:22	903900	13.04	13.1				
6/10/2011 8:23	903901	13.05	13.11				
6/10/2011 8:23	903902	13.04	13.12				
6/10/2011 8:24	903903	13.05	13.13				
6/10/2011 8:24	903904	13.04	13.14				
6/10/2011 8:25	903905	13.05	13.15				
6/10/2011 8:25	903906	13.04	13.16				
6/10/2011 8:26	903907	13.05	13.17				
6/10/2011 8:26	903908	13.04	13.18				
6/10/2011 8:27	903909	13.05	13.19				
6/10/2011 8:27	903910	13.04	13.2				
6/10/2011 8:28	903911	13.05	13.21				
6/10/2011 8:28	903912	13.04	13.22				
6/10/2011 8:29	903913	13.05	13.23				
6/10/2011 8:29	903914	13.04	13.25				
6/10/2011 8:30	903915	13.05	13.26				
6/10/2011 8:30	903916	13.04	13.27				
6/10/2011 8:31	903917	13.05	13.28				
6/10/2011 8:31	903918	13.04	13.29				
6/10/2011 8:32	903919	13.05	13.3				
6/10/2011 8:32	903920	13.04	13.32				
6/10/2011 8:33	903921	13.05	13.33				
6/10/2011 8:33	903922	13.04	13.34				
6/10/2011 8:34	903923	13.05	13.35				
6/10/2011 8:34	903924	13.04	13.36				
6/10/2011 8:35	903925	13.05	13.37				
6/10/2011 8:35	903926	13.04	13.38				
6/10/2011 8:36	903927	13.05	13.4				
6/10/2011 8:36	903928	13.04	13.41				
6/10/2011 8:37	903929	13.05	13.42				
6/10/2011 8:37	903930	13.04	13.43				
6/10/2011 8:38	903931	13.05	13.44				
6/10/2011 8:38	903932	13.04	13.46				
6/10/2011 8:39	903933	13.05	13.47				
6/10/2011 8:39	903934	13.04	13.48				
6/10/2011 8:40	903935	13.05	13.49				
6/10/2011 8:40	903936	13.04	13.5				
6/10/2011 8:41	903937	13.05	13.51				
6/10/2011 8:41	903938	13.04	13.52				
6/10/2011 8:42	903939	13.05	13.54				
6/10/2011 8:42	903940	13.04	13.55				
6/10/2011 8:43	903941	13.05	13.56				
6/10/2011 8:43	903942	13.04	13.57				
6/10/2011 8:44	903943	13.05	13.59				
6/10/2011 8:44	903944	13.04	13.6				
6/10/2011 8:45	903945	13.05	13.61				
6/10/2011 8:45	903946	13.04	13.62				
6/10/2011 8:46	903947	13.05	13.63				
6/10/2011 8:46	903948	13.04	13.65				
6/10/2011 8:47	903949	13.05	13.66				
6/10/2011 8:47	903950	13.04	13.67				
6/10/2011 8:48	903951	13.05	13.68				
6/10/2011 8:48	903952	13.04	13.7				
6/10/2011 8:49	903953	13.05	13.71				
6/10/2011 8:49	903954	13.04	13.72				
6/10/2011 8:50	903955	13.05	13.73				
6/10/2011 8:50	903956	13.04	13.75				
6/10/2011 8:51	903957	13.05	13.76				
6/10/2011 8:51	903958	13.04	13.77				
6/10/2011 8:52	903959	13.05	13.79				
6/10/2011 8:52	903960	13.04	13.8				
6/10/2011 8:53	903961	13.05	13.82				
6/10/2011 8:53	903962	13.04	13.83				
6/10/2011 8:54	903963	13.05	13.85				
6/10/2011 8:54	903964	13.04	13.86				
6/10/2011 8:55	903965	13.05	13.88				
6/10/2011 8:55	903966	13.04	13.9				
6/10/2011 8:56	903967	13.05	13.91				
6/10/2011 8:56	903968	13.04	13.93				
6/10/2011 8:57	903969	13.05	13.95				
6/10/2011 8:57	903970	13.04	13.97				
6/10/2011 8:58	903971	13.05	13.99				
6/10/2011 8:58	903972	13.04	14.01				
6/10/2011 8:59	903973	13.05	14.02				
6/10/2011 8:59	903974	13.04	14.04				
6/10/2011 9:00	903975	13.05	14.06				
6/10/2011 9:00	903976	13.04	14.08				
6/10/2011 9:01	903977	13.05	14.1				
6/10/2011 9:01	903978	13.04	14.12				
6/10/2011 9:02	903979	13.05	14.14				
6/10/2011 9:02	903980	13.04	14.16				
6/10/2011 9:03	903981	13.05	14.18				
6/10/2011 9:03	903982	13.04	14.2				
6/10/2011 9:04	903983	13.05	14.23				
6/10/2011 9:04	903984	13.04	14.25				
6/10/2011 9:05	903985	13.05	14.27				
6/10/2011 9:05	903986	13.04	14.29				
6/10/2011 9:06	903987	13.05	14.31				
6/10/2011 9:06	903988	13.04	14.33				
6/10/2011 9:07	903989	13.05	14.35				
6/10/2011 9:07	903990	13.04	14.38				
6/10/2011 9:08	903991	13.05	14.4				
6/10/2011 9:08	903992	13.04	14.43				
6/10/2011 9:09	903993	13.05	14.45				
6/10/2011 9:09	903994	13.04	14.48				
6/10/2011 9:10	903995	13.05	14.5				
6/10/2011 9:10	903996	13.04	14.53				
6/10/2011 9:11	903997	13.05	14.55				
6/10/2011 9:11	903998	13.04	14.58				
6/10/2011 9:12	903999	13.05	14.61				
6/10/2011 9:12	904000	13.04	14.63				
6/10/2011 9:13	904001	13.05	14.66				
6/10/2011 9:13	904002	13.04	14.69				
6/10/2011 9:14	904003	13.05	14.72				
6/10/2011 9:14	904004	13.04	14.75				
6/10/2011 9:15	904005	13.05	14.78				
6/10/2011 9:15	904006	13.04	14.81				
6/10/2011 9:16	904007	13.05	14.84				
6/10/2011 9:16	904008	13.04	14.87				
6/10/2011 9:17	904009	13.05	14.9				
6/10/2011 9:17	904010	13.04	14.93				
6/10/2011 9:18	904011	13.05	14.96				
6/10/2011 9:18	904012	13.04	14.99				
6/10/2011 9:19	904013	13.05	15.02				
6/10/2011 9:19	904014	13.04	15.05				
6/10/2011 9:20	904015	13.05	15.08				
6/10/2011 9:20	904016	13.04	15.11				
6/10/2011 9:21	904017	13.05	15.14				
6/10/2011 9:21	904018	13.04	15.17				
6/10/2011 9:22	904019	13.05	15.2				
6/10/2011 9:22	904020	13.04	15.23				
6/10/2011 9:23	904021	13.05	15.27				
6/10/2011 9:23	904022	13.04	15.29				
6/10/2011 9:24	904023	13.06	15.33				
6/10/2011 9:24	904024	13.04	15.36				
6/10/2011 9:25	904025	13.05	15.39				
6/10/2011 9:25	904026	13.04	15.43				
6/10/2011 9:26	904027	13.06	15.46				
6/10/2011 9:26	904028	13.04	15.49				
6/10/2011 9:27	904029	13.06	15.52				
6/10/2011 9:27	904030	13.04	15.55				
6/10/2011 9:28	904031	13.06	15.59				
6/10/2011 9:28	904032	13.04	15.62				
6/10/2011 9:29	904033	13.06	15.65				
6/10/2011 9:29	904034	13.04	15.69				
6/10/2011 9:30	904035	13.06	15.72				
6/10/2011 9:30	904036	13.04	15.76				
6/10/2011 9:31	904037	13.05	15.79				
6/10/2011 9:31	904038	13.04	15.82				
6/10/2011 9:32	904039	13.05	15.86				
6/10/2011 9:32	904040	13.04	15.89				
6/10/2011 9:33	904041	13.05	15.93				
6/10/2011 9:33	904042	13.04	15.96				
6/10/2011 9:34	904043	13.05	16				
6/10/2011 9:34	904044	13.04	16.03				
6/10/2011 9:35	904045	13.06	16.07				
6/10/2011 9:35	904046	13.05	16.11				
6/10/2011 9:36	904047	13.06	16.14				
6/10/2011 9:36	904048	13.04	16.17				
6/10/2011 9:37	904049	13.06	16.21				
6/10/2011 9:37	904050	13.04	16.25				
6/10/2011 9:38	904051	13.06	16.28				
6/10/2011 9:38	904052	13.04	16.32				
6/10/2011 9:39	904053	13.06	16.35				
6/10/2011 9:39	904054	13.05	16.39				
6/10/2011 9:40	904055	13.05	16.42				
6/10/2011 9:40	904056	13.04	16.46				
6/10/2011 9:41	904057	13.06	16.49				
6/10/2011 9:41	904058	13.04	16.53				
6/10/2011 9:42	904059	13.06	16.56				
6/10/2011 9:42	904060	13.04	16.59				
