TOA5	ROS_WS	CR3000	4909	CR3000.Std.11	CPU:weather_station_final.CR3	30238	Table05min							
TIMESTAMP	RECORD	PPFD_Avg	AirTC_Avg	RH	WS_ms_Avg	WS_ms_Max	WindDir	NetSW_Avg	NetLW_Avg	NetRad_Avg	LWmV_Avg	LWMDry_Tot	LWMCon_Tot	LWMWet_Tot
TS	RN	mV	Deg C	%	meters/second	meters/second	degrees	W/m^2	W/m^2	W/m^2	mV	Minutes	Minutes	Minutes
		Avg	Avg	Smp	Avg	Max	Smp	Avg	Avg	Avg	Avg	Tot	Tot	Tot
15/10/2011 16:20	93077	617.7	26.01	48.35	1.781	2.305	21.63	190.3	-79.77	110.5	265.4	5	0	0
15/10/2011 16:25	93078	592.5	26.08	49.24	1.088	1.4	38.82	181.3	-76.26	105.1	265.4	5	0	0
15/10/2011 16:30	93079	588.9	26.07	49.11	1.685	2.332	21.25	180.5	-75.67	104.8	265.4	5	0	0
15/10/2011 16:35	93080	548.4	26.03	50.14	1.922	2.385	27.07	167.2	-74.78	92.4	265.4	5	0	0
15/10/2011 16:40	93081	485.9	25.99	49.49	1.298	2.039	25.97	146.7	-77.52	69.18	265.5	5	0	0
15/10/2011 16:45	93082	427.9	26.2	52.05	0.958	1.719	4.224	127.8	-78.08	49.67	265.5	5	0	0
15/10/2011 16:50	93083	382.1	26.31	48.78	1.037	1.56	5.885	113.3	-76.65	36.67	265.5	5	0	0
15/10/2011 16:55	93084	345.8	26.06	51.44	1.472	1.986	0.605	102.6	-73.94	28.66	265.5	5	0	0
15/10/2011 17:00	93085	315.3	25.81	49.09	1.797	2.332	2.302	93.5	-71.61	21.86	265.5	5	0	0
15/10/2011 17:05	93086	287.9	25.7	50.27	1.37	1.799	8.82	85.3	-70.23	15.07	265.5	5	0	0
15/10/2011 17:10	93087	262	25.77	49.2	1.141	1.48	3.097	76.97	-69.86	7.113	265.5	5	0	0
15/10/2011 17:15	93088	223.8	25.82	47.83	1.109	1.48	3.927	64.17	-68.08	-3.908	265.5	5	0	0
15/10/2011 17:20	93089	133.2	25.73	50.71	0.55	1.053	63.74	27.46	-65.45	-37.99	265.4	5	0	0
15/10/2011 17:25	93090	108.1	25.38	48.92	0.955	1.187	2.456	24.67	-61.37	-36.7	265.5	5	0	0
15/10/2011 17:30	93091	84.6	25.28	50.79	0.814	1.08	1.531	18.32	-56.42	-38.09	265.5	5	0	0
15/10/2011 17:35	93092	87.7	24.99	52.13	1.224	1.32	0.641	21.29	-47.83	-26.54	265.5	5	0	0
15/10/2011 17:40	93093	81	24.82	52.28	1.187	1.346	0.51	19.94	-46.88	-26.95	265.5	5	0	0
15/10/2011 17:45	93094	56.37	24.74	52.39	0.976	1.027	-3.346	11.39	-53	-41.61	265.5	5	0	0
15/10/2011 17:50	93095	39.49	24.64	57.64	0.944	1.107	38.39	6.383	-50.91	-44.53	265.6	5	0	0
15/10/2011 17:55	93096	31.26	23.71	59.39	0.617	0.787	37.97	5.025	-41.34	-36.31	265.9	5	0	0
15/10/2011 18:00	93097	25.41	23.07	61.71	0.45	0.601	23.53	4.427	-33.79	-29.36	266	5	0	0
15/10/2011 18:05	93098	18.21	22.87	62.43	0.281	0.601	27.59	3.1	-34.46	-31.36	266.2	5	0	0
15/10/2011 18:10	93099	10.87	23.01	61.91	0.667	0.787	31.78	1.322	-37.99	-36.67	266.2	5	0	0
15/10/2011 18:15	93100	5.754	22.91	64.16	0.103	0.361	31.21	-0.531	-33.27	-33.8	266.6	5	0	0
15/10/2011 18:20	93101	2.28	22.51	66.1	0.031	0.308	14.49	-1.032	-26.76	-27.8	266.9	5	0	0
15/10/2011 18:25	93102	0.067	22.14	65.59	1.229	1.639	12.82	-0.651	-22.06	-22.72	266.9	5	0	0
15/10/2011 18:30	93103	-0.342	22.64	64.12	0.824	1.08	18.36	-0.153	-14.71	-14.86	266.8	5	0	0
15/10/2011 18:35	93104	-0.576	23.03	64.02	1.349	1.932	13.48	-0.283	-14.82	-15.11	266.7	5	0	0
15/10/2011 18:40	93105	-0.585	23.21	63.98	1.448	1.773	20.21	-0.785	-19.76	-20.55	266.7	5	0	0
15/10/2011 18:45	93106	-0.585	23.18	64.46	0.979	1.32	22.41	-0.807	-14.38	-15.19	266.7	5	0	0
15/10/2011 18:50	93107	-0.585	23.08	64.92	1.093	1.453	17.96	-0.731	-14.02	-14.75	266.7	5	0	0
15/10/2011 18:55	93108	-0.601	22.99	65.55	1.179	1.586	15.96	-0.947	-19.23	-20.18	266.7	5	0	0
15/10/2011 19:00	93109	-0.676	22.93	65.59	1.163	1.56	19.5	-1.002	-18.9	-19.9	266.7	5	0	0
15/10/2011 19:05	93110	-0.76	22.81	66.61	0.707	1.32	19.37	-1.304	-23.35	-24.65	266.7	5	0	0
15/10/2011 19:10	93111	-0.902	22.62	66.98	0.854	1.187	13.72	-2.029	-39.98	-42.01	266.8	5	0	0
15/10/2011 19:15	93112	-1.061	22.57	67.28	0.966	1.267	11.04	-2.591	-48.1	-50.69	266.9	5	0	0
15/10/2011 19:20	93113	-1.612	22.39	68.15	1.621	2.225	12	-2.615	-52.98	-55.6	266.9	5	0	0
15/10/2011 19:25	93114	-1.403	22.25	68.71	1.677	2.092	10.59	-2.724	-55.09	-57.81	266.9	5	0	0
15/10/2011 19:30	93115	-1.128	22.16	69.18	1.453	1.826	14.05	-2.847	-54.73	-57.58	267	5	0	0
15/10/2011 19:35	93116	-1.036	22.11	69.36	1.346	1.639	9.61	-2.81	-53.03	-55.84	267	5	0	0
15/10/2011 19:40	93117	-1.019	22.11	69.31	1.267	1.48	6.943	-2.76	-52.27	-55.03	267.1	5	0	0
15/10/2011 19:45	93118	-1.027	22.09	69.28	1.434	1.932	7.596	-2.642	-52.84	-55.48	267.1	5	0	0
15/10/2011 19:50	93119	-1.069	21.98	70.2	1.365	1.826	7.81	-2.812	-52.96	-55.78	267.2	5	0	0
15/10/2011 19:55	93120	-1.128	21.84	70.82	1.237	1.48	8.91	-2.771	-52.44	-55.21	267.3	5	0	0
15/10/2011 20:00	93121	-1.169	21.78	71.37	1.125	1.213	4.783	-2.667	-50.63	-53.3	267.4	5	0	0
15/10/2011 20:05	93122	-1.169	21.67	72.09	0.984	1.107	4.582	-2.573	-49.29	-51.86	267.7	5	0	0
15/10/2011 20:10	93123	-1.253	21.45	73.26	0.798	1.08	1.638	-2.322	-48.03	-50.35	267.9	5	0	0
15/10/2011 20:15	93124	-1.311	21.22	73.3	0.902	1.613	43.78	-2.511	-48.86	-51.37	268.2	5	0	0
15/10/2011 20:20	93125	-1.336	19.65	78.77	1.117	1.639	34.32	-3.306	-50.9	-54.2	268.4	5	0	0
15/10/2011 20:25	93126	-1.345	18.74	82.2	0.545	0.654	21.84	-3.378	-48.93	-52.31	268.5	5	0	0
15/10/2011 20:30	93127	-1.47	18.7	83.8	0.365	0.494	23.42	-2.982	-47.5	-50.48	268.3	5	0	0
15/10/2011 20:35	93128	-1.504	18.91	84.2	0.031	0.308	21.09	-2.678	-46.37	-49.05	267.6	5	0	0
15/10/2011 20:40	93129	-1.504	18.95	83.7	0.148	0.654	42.97	-2.588	-46.1	-48.68	266.8	5	0	0
15/10/2011 20:45	93130	-1.462	18.44	84.6	0.84	1	35.64	-2.672	-47.52	-50.19	267.4	5	0	0
15/10/2011 20:50	93131	-1.462	18.21	85.8	0.371	0.654	33.7	-2.555	-46.08	-48.63	269.2	5	0	0
15/10/2011 20:55	93132	-1.437	18.29	86.2	0	0	30.3	-2.41	-44.75	-47.16	271.1	5	0	0
15/10/2011 21:00	93133	-1.37	18.24	86.5	0	0	51.59	-2.062	-43.96	-46.02	273.4	3.5	1.5	0
15/10/2011 21:05	93134	-1.395	18.14	87.2	0	0	19.47	-2.081	-42.82	-44.91	276.1	0	5	0
15/10/2011 21:10	93135	-1.412	18.32	88	0.493	0.814	21.7	-1.986	-40.4	-42.39	277.8	0	5	0
15/10/2011 21:15	93136	-1.462	18.36	87.9	0.657	0.84	18.58	-2.074	-38.37	-40.45	280	0	5	0
15/10/2011 21:20	93137	-1.462	18.29	88	0.657	0.787	13.34	-2.225	-36.42	-38.65	283.6	0	3	2
15/10/2011 21:25	93138	-1.462	18.3	88	0.078	0.414	9.88	-2.269	-35.55	-37.82	287.2	0	0	5
15/10/2011 21:30	93139	-1.504	18.35	87.9	0.236	0.547	41.97	-1.9	-34.2	-36.1	291.2	0	0	5
15/10/2011 21:35	93140	-1.512	18.4	88.2	0.521	0.707	36.38	-1.874	-31.69	-33.57	294.3	0	0	5
15/10/2011 21:40	93141	-1.554	18.49	88.1	0.609	0.814	3.431	-1.739	-30.84	-32.58	297.9	0	0	5
15/10/2011 21:45	93142	-1.587	18.52	87.1	0.742	0.92	4.915	-1.914	-29.79	-31.71	301.1	0	0	5
15/10/2011 21:50	93143	-1.571	18.2	87.5	0.183	0.414	12.63	-2.725	-30.06	-32.79	304.8	0	0	5
15/10/2011 21:55	93144	-1.512	18.04	87.7	0	0	10.12	-2.568	-28.78	-31.35	307.7	0	0	5
15/10/2011 22:00	93145	-1.445	17.72	87.4	0	0	54.69	-2.628	-27.51	-30.13	310.4	0	0	5
15/10/2011 22:05	93146	-1.412	17.39	89.3	0.183	0.787	21.21	-2.226	-25.1	-27.32	313.4	0	0	5
15/10/2011 22:10	93147	-1.479	17.7	90	0.816	0.92	19.7	-1.593	-21.52	-23.11	318	0	0	5
15/10/2011 22:15	93148	-1.554	17.82	89.9	0.763	0.894	14.89	-1.79	-20.24	-22.03	322.5	0	0	5
15/10/2011 22:20	93149	-1.537	17.63	89.5	0.729	0.814	4.916	-1.918	-20.82	-22.74	324.7	0	0	5
15/10/2011 22:25	93150	-1.454	17.23	89.1	0.244	0.654	-3.788	-2.442	-21.94	-24.38	326.9	0	0	5
15/10/2011 22:30	93151	-1.404	16.88	89.4	0	0	53.04	-2.504	-21.3	-23.81	328.6	0	0	5
15/10/2011 22:35	93152	-1.379	16.53	90.1	0.963	1.32	50.88	-2.083	-21.05	-23.14	330.9	0	0	5
15/10/2011 22:40	93153	-1.37	16.6	91	0.75	1.426	38.15	-2.009	-20.62	-22.63	334.7	0	0	5
15/10/2011 22:45	93154	-1.354	16.54	91.2	0.13	0.574	57.38	-2.418	-19.26	-21.68	338.1	0	0	5
15/10/2011 22:50	93155	-1.354	16.62	91.7	0.446	0.707	89.9	-1.794	-16.9	-18.7	341.2	0	0	5
15/10/2011 22:55	93156	-1.387	16.64	92.2	0	0	69.2	-1.838	-16.73	-18.56	342.4	0	0	5
15/10/2011 23:00	93157	-1.42	16.7	92.4	0	0	108.7	-1.843	-15.54	-17.38	341.7	0	0	5
15/10/2011 23:05	93158	-1.42	16.73	91.6	0.619	0.734	56.88	-1.95	-14.8	-16.75	343.1	0	0	5
15/10/2011 23:10	93159	-1.387	16.04	92.2	0.579	0.707	60.35	-2.271	-15.67	-17.94	344.4	0	0	5
15/10/2011 23:15	93160	-1.345	16.01	92.8	0.537	0.627	63.71	-1.855	-14.95	-16.8	346.7	0	0	5
15/10/2011 23:20	93161	-1.337	16.06	92.8	0.219	0.441	-1.603	-1.888	-15.4	-17.29	346.9	0	0	5
15/10/2011 23:25	93162	-1.379	16.24	93.8	0.667	1.027	6.84	-0.963	-14.67	-15.63	346.8	0	0	5
15/10/2011 23:30	93163	-1.421	16.36	93.1	0.875	1.027	7.838	-1.311	-15.07	-16.38	347.2	0	0	5
15/10/2011 23:35	93164	-1.421	16.2	93	1.006	1.4	-1.235	-1.46	-16.38	-17.84	343.6	0	0	5
15/10/2011 23:40	93165	-1.421	16.22	91.9	1.245	1.56	108.8	-1.62	-18.65	-20.27	337.6	0	0	5
15/10/2011 23:45	93166	-1.421	16.14	91.2	1.637	1.932	112.9	-1.881	-20.09	-21.97	336.8	0	0	5
15/10/2011 23:50	93167	-1.412	16.3	89.9	1.2	1.826	6.187	-2.058	-20.68	-22.73	336.4	0	0	5
15/10/2011 23:55	93168	-1.421	16.3	89.7	1.171	1.4	-2.066	-2.246	-21.08	-23.33	336.4	0	0	5
