TOA5	ROS_WS	CR3000	4909	CR3000.Std.11	CPU:weather_station_final.CR3	30238	Table05min							
10/10/2011 1:10	91455	-0.025	9.5	89.2	0.631	1	20.09	-2.743	-36.15	-38.9	310.1	0	0	5
10/10/2011 1:15	91456	0.008	9.56	88.7	0.364	0.947	23.46	-2.962	-38.48	-41.44	311.8	0	0	5
10/10/2011 1:20	91457	0	9.41	88.8	0.806	1	22.57	-2.92	-40.09	-43.01	314	0	0	5
10/10/2011 1:25	91458	-0.025	9.34	89	0.398	0.601	21.95	-3.209	-39.32	-42.53	316.3	0	0	5
10/10/2011 1:30	91459	0	9.22	89.1	0	0	20.75	-3.575	-40.7	-44.28	319	0	0	5
10/10/2011 1:35	91460	0	9.41	89.5	0.338	0.574	26.62	-3.138	-40.96	-44.1	321.8	0	0	5
10/10/2011 1:40	91461	0	9.41	89.4	0.544	1.426	7.582	-3.124	-40.07	-43.19	325	0	0	5
10/10/2011 1:45	91462	-0.025	9.41	89.5	1.043	1.346	3.815	-2.758	-38.59	-41.35	328	0	0	5
10/10/2011 1:50	91463	0	9.5	89.3	0.497	0.761	3.102	-2.77	-37.8	-40.57	331.4	0	0	5
10/10/2011 1:55	91464	0.008	9.45	89.7	0.533	0.894	0.713	-2.724	-35.92	-38.65	334.9	0	0	5
10/10/2011 2:00	91465	-0.025	9.41	88.8	0.59	0.867	28.18	-3.017	-34.65	-37.67	338.7	0	0	5
10/10/2011 2:05	91466	0	8.63	89.3	0.723	0.92	27.26	-3.566	-35.53	-39.1	342.6	0	0	5
10/10/2011 2:10	91467	0	8.29	90.7	0.062	0.308	0.44	-3.408	-33.76	-37.17	346.6	0	0	5
10/10/2011 2:15	91468	-0.008	8.26	90.8	0.238	0.654	32.95	-3.169	-31.83	-35	350.9	0	0	5
10/10/2011 2:20	91469	-0.017	8.1	91.6	0.896	0.974	29.03	-2.905	-31.99	-34.9	355.3	0	0	5
10/10/2011 2:25	91470	-0.008	8.19	92	0.483	0.787	29.77	-3.243	-30.38	-33.63	360.7	0	0	5
10/10/2011 2:30	91471	-0.042	8.05	92.1	0.505	0.707	32.29	-3.308	-28.93	-32.23	366.1	0	0	5
10/10/2011 2:35	91472	-0.008	8	92.8	0.522	0.894	33.12	-3.011	-27.25	-30.26	370.9	0	0	5
10/10/2011 2:40	91473	-0.008	8.05	92.7	0	0	27.48	-3.585	-27.02	-30.6	376	0	0	5
10/10/2011 2:45	91474	0	8.03	93.2	0.523	0.601	20.91	-3.226	-25.99	-29.21	381.7	0	0	5
10/10/2011 2:50	91475	-0.008	8.05	93.1	0.08	0.468	27.24	-3.29	-25.7	-28.99	386.6	0	0	5
10/10/2011 2:55	91476	-0.008	7.964	93.4	0	0	29.12	-3.392	-24.46	-27.85	391.2	0	0	5
10/10/2011 3:00	91477	0.008	7.982	94	0.619	0.867	7.547	-2.704	-24.08	-26.78	395.1	0	0	5
10/10/2011 3:05	91478	-0.008	8.11	93.9	0.622	0.761	12.47	-2.773	-23.25	-26.03	400.1	0	0	5
10/10/2011 3:10	91479	-0.042	8.28	94.1	0.697	0.974	13.81	-3.089	-22.69	-25.78	405.1	0	0	5
10/10/2011 3:15	91480	-0.008	8.34	93.8	0.43	0.547	16.32	-3.27	-22.65	-25.92	409.4	0	0	5
10/10/2011 3:20	91481	-0.008	8.22	93.9	0.334	0.468	19.63	-3.143	-22.21	-25.35	413.4	0	0	5
10/10/2011 3:25	91482	-0.008	8.17	94	0.226	0.521	26.03	-2.929	-21.09	-24.02	417.3	0	0	5
10/10/2011 3:30	91483	-0.017	8.08	94	0.683	0.867	16.7	-2.581	-20.36	-22.94	421.1	0	0	5
10/10/2011 3:35	91484	-0.008	7.961	94.1	0.387	0.84	16.75	-3.042	-20.65	-23.69	425.9	0	0	5
10/10/2011 3:40	91485	0.008	7.741	94.3	0.262	0.547	13.03	-3.428	-20.29	-23.71	429.9	0	0	5
10/10/2011 3:45	91486	0.008	7.77	94.7	0.737	0.814	10.87	-2.982	-19.3	-22.29	434.2	0	0	5
10/10/2011 3:50	91487	-0.008	7.841	94.8	0.43	0.574	3.577	-2.711	-19.55	-22.26	438.3	0	0	5
10/10/2011 3:55	91488	0	7.824	95.1	0.659	0.867	3.375	-2.149	-18.63	-20.78	442.4	0	0	5
10/10/2011 4:00	91489	-0.017	7.881	94.7	0.776	0.974	0.487	-2.188	-17.85	-20.04	446.7	0	0	5
10/10/2011 4:05	91490	0.008	7.509	95	0.771	0.974	1.854	-2.438	-17.81	-20.25	450.5	0	0	5
10/10/2011 4:10	91491	-0.025	7.412	95.3	0.274	0.468	1.795	-2.551	-18.02	-20.57	454	0	0	5
10/10/2011 4:15	91492	0	7.323	95.3	0	0	1.426	-2.558	-17.79	-20.34	457.8	0	0	5
10/10/2011 4:20	91493	0.008	7.265	95.5	0.262	0.574	15.46	-2.961	-17.38	-20.34	460.7	0	0	5
10/10/2011 4:25	91494	-0.008	7.211	95.5	0.033	0.334	7.417	-3.234	-17.49	-20.72	465	0	0	5
10/10/2011 4:30	91495	-0.008	7.352	95.8	0.203	0.574	2.746	-2.316	-16.7	-19.01	468.6	0	0	5
10/10/2011 4:35	91496	0	7.399	95.8	0.537	0.627	9.19	-2.134	-16.44	-18.58	472	0	0	5
10/10/2011 4:40	91497	0	7.505	95.8	0.539	0.601	12.97	-2.648	-15.87	-18.51	476.8	0	0	5
10/10/2011 4:45	91498	0.017	7.55	95.7	0.521	0.707	23.2	-2.807	-15.92	-18.73	480.7	0	0	5
10/10/2011 4:50	91499	0.017	7.314	95.5	0.822	1	28.43	-2.733	-16.18	-18.92	484.9	0	0	5
10/10/2011 4:55	91500	-0.008	7.227	95.8	0.878	0.947	26.43	-2.461	-14.96	-17.42	488	0	0	5
10/10/2011 5:00	91501	0.017	7.223	96	0.942	1.133	32.41	-2.216	-14.18	-16.39	491.2	0	0	5
10/10/2011 5:05	91502	0.125	7.29	96.1	0.122	0.521	25.5	-2.511	-13.45	-15.96	493.9	0	0	5
10/10/2011 5:10	91503	0.376	7.371	96.2	0.55	0.654	15.92	-2.167	-12.95	-15.11	492	0	0	5
10/10/2011 5:15	91504	1.121	7.384	96.2	0.654	0.761	18.38	-1.582	-13.13	-14.71	494.4	0	0	5
10/10/2011 5:20	91505	3.22	7.411	96.2	0.822	0.947	11.21	0.194	-13.32	-13.13	497.3	0	0	5
10/10/2011 5:25	91506	7.192	7.519	96.3	0.864	1	15.37	1.687	-13.33	-11.65	499.8	0	0	5
10/10/2011 5:30	91507	12.84	7.428	96.2	0.439	0.894	9.46	2.589	-13.22	-10.63	497.1	0	0	5
10/10/2011 5:35	91508	20.99	7.367	96.3	0.114	0.468	20.76	5.365	-12.15	-6.79	497.2	0	0	5
10/10/2011 5:40	91509	31.58	7.46	96.3	0.279	0.654	23.71	10.72	-9.97	0.749	497.5	0	0	5
10/10/2011 5:45	91510	47.92	7.552	96.4	0	0	24.51	18.3	-8.24	10.07	497	0	0	5
10/10/2011 5:50	91511	70.37	7.764	96.5	0	0	25.05	28.37	-8.86	19.51	494.6	0	0	5
10/10/2011 5:55	91512	60.55	8.02	96.3	0.094	0.521	0.345	19.48	-11.15	8.34	492.9	0	0	5
10/10/2011 6:00	91513	80.9	8.08	96.3	0.545	0.654	0.178	28.55	-10.41	18.14	491.4	0	0	5
10/10/2011 6:05	91514	64.55	8.39	96.4	0.867	1.08	0.666	20.68	-8.74	11.94	484.2	0	0	5
10/10/2011 6:10	91515	78.58	8.58	96.2	0.79	0.894	1.058	23.99	-12.65	11.35	476.6	0	0	5
10/10/2011 6:15	91516	96.8	8.67	96.2	0.681	0.947	44.83	29.28	-13.45	15.83	474.8	0	0	5
10/10/2011 6:20	91517	109.5	8.89	96.1	0.934	1.107	0.891	33.55	-11.54	22.02	473.4	0	0	5
10/10/2011 6:25	91518	125.6	9.04	96	0.673	0.92	3.399	38.23	-11.87	26.36	471.6	0	0	5
10/10/2011 6:30	91519	155	9.17	95.9	0.649	0.814	4.373	47.08	-14.36	32.71	469.8	0	0	5
10/10/2011 6:35	91520	183.9	9.27	95.7	0.762	1.267	1.283	55.56	-16.65	38.91	467.6	0	0	5
10/10/2011 6:40	91521	196.9	9.46	95.6	0.274	0.441	8.18	59.13	-15.94	43.19	464.9	0	0	5
10/10/2011 6:45	91522	219.3	9.75	95.5	0.155	0.468	4.504	65.93	-14.41	51.52	461.9	0	0	5
10/10/2011 6:50	91523	256.1	9.8	95	0.445	0.627	42.39	76.67	-17.39	59.27	457.6	0	0	5
10/10/2011 6:55	91524	295.7	9.93	94.9	0.451	0.681	1.557	89	-17.81	71.18	452.7	0	0	5
10/10/2011 7:00	91525	278.3	10.3	94.9	0.095	0.334	1.949	83.1	-17.89	65.24	447	0	0	5
10/10/2011 7:05	91526	286.9	10.41	94.2	0.067	0.334	33.29	85	-18.69	66.35	442.7	0	0	5
10/10/2011 7:10	91527	262.3	10.59	93.8	0.494	0.681	43.26	77.7	-18.81	58.88	439.1	0	0	5
10/10/2011 7:15	91528	240.7	10.61	93.5	0.206	0.654	20.67	70.07	-18.7	51.37	435.2	0	0	5
10/10/2011 7:20	91529	242.5	10.66	93.2	0.344	0.654	20.96	70.23	-19.46	50.76	431.2	0	0	5
10/10/2011 7:25	91530	264	10.72	92.9	0.307	0.521	6.166	76.32	-21.25	55.08	426.8	0	0	5
10/10/2011 7:30	91531	290.7	10.86	92.6	0.152	0.441	19.38	83.8	-25.31	58.52	421.3	0	0	5
10/10/2011 7:35	91532	308.7	10.98	92	0.369	0.627	27.79	88.5	-30.48	57.98	416.2	0	0	5
10/10/2011 7:40	91533	437.6	11.31	91.8	0	0	7.568	125.7	-32.9	92.8	407.4	0	0	5
10/10/2011 7:45	91534	673.4	11.7	90.8	0.403	0.787	31.85	198.7	-36.61	162.1	384.4	0	0	5
10/10/2011 7:50	91535	808	12.08	90.1	0.544	1.053	36.08	240.2	-46.08	194.1	338.4	0	0	5
10/10/2011 7:55	91536	846	12.39	87.9	0.772	1.4	10.97	251.5	-66.58	184.9	301.5	0	0	5
10/10/2011 8:00	91537	809	12.96	85.4	0.35	0.547	6.035	241.7	-87.8	153.9	278.5	0	5	0
10/10/2011 8:05	91538	1025	13.5	82.7	0.686	0.974	3.421	310.2	-96	214.2	273.3	3.5	1.5	0
10/10/2011 8:10	91539	1066	13.99	79.34	0.366	0.814	3.088	321.2	-98.9	222.3	271.1	5	0	0
10/10/2011 8:15	91540	1076	14.51	72.38	0.679	1.16	3.837	331.3	-102.6	228.7	268.2	5	0	0
10/10/2011 8:20	91541	1140	14.91	72.68	0.579	0.867	0.915	342	-104.7	237.3	266.1	5	0	0
10/10/2011 8:25	91542	1174	15.21	72.39	1.408	1.799	5.618	352.5	-107.9	244.6	265.4	5	0	0
10/10/2011 8:30	91543	1208	15.33	72.78	0.95	1.56	10.74	366.5	-108.7	257.9	265.7	5	0	0
10/10/2011 8:35	91544	1248	15.69	70.73	1.306	2.305	10.74	382.1	-110.3	271.8	265.4	5	0	0
10/10/2011 8:40	91545	1288	15.16	74.49	1.892	2.518	8.74	399.5	-110.5	289.1	265.4	5	0	0
10/10/2011 8:45	91546	1339	15.44	72.41	1.565	2.332	9.64	414.9	-108.2	306.7	265.4	5	0	0
10/10/2011 8:50	91547	1435	15.75	71.68	1.775	2.971	4.441	450	-109.8	340.2	265.4	5	0	0
10/10/2011 8:55	91548	1394	16	73.16	1.778	2.572	2.114	440.1	-110.3	329.8	265.3	5	0	0
10/10/2011 9:00	91549	1441	16.31	70.1	1.828	2.758	8.96	449.1	-110.4	338.8	265.1	5	0	0
10/10/2011 9:05	91550	1614	16.2	72	1.94	2.865	2.22	510	-110.9	399.1	265.2	5	0	0
10/10/2011 9:10	91551	1460	16.24	70.13	2.05	2.891	6.28	448.1	-109.2	338.8	264.9	5	0	0
10/10/2011 9:15	91552	1601	16.57	69.78	2.124	2.865	9.17	509.8	-108.3	401.4	265.1	5	0	0
10/10/2011 9:20	91553	1580	16.51	71.84	1.645	2.199	9.85	485.2	-108.2	377	265	5	0	0
10/10/2011 9:25	91554	1583	16.89	68.59	1.975	2.545	6.102	510.1	-111.7	398.4	264.9	5	0	0
10/10/2011 9:30	91555	1625	17.35	64.05	1.701	2.039	10.14	507	-109.4	397.7	265	5	0	0
10/10/2011 9:35	91556	1384	17.33	64.63	1.773	2.225	8.13	436.5	-108.2	328.3	264.9	5	0	0
10/10/2011 9:40	91557	1062	17.4	63.52	1.669	2.145	11.28	317.3	-112.6	204.7	264.7	5	0	0
10/10/2011 9:45	91558	1706	17.66	61.4	1.461	1.959	14.2	538.1	-125	413.1	265.2	5	0	0
10/10/2011 9:50	91559	1656	18.02	62.7	1.868	2.625	9.97	522.2	-129.1	393.2	264.7	5	0	0
10/10/2011 9:55	91560	1664	18.02	59.46	1.549	2.305	6.706	525.1	-131.2	393.9	264.7	5	0	0
10/10/2011 10:00	91561	1688	18.66	54.33	1.053	1.56	2.362	532.1	-133	399.1	264.6	5	0	0
10/10/2011 10:05	91562	1711	19.05	50.2	1.096	1.986	8.55	540	-135	405	264.3	5	0	0
10/10/2011 10:10	91563	1728	19.36	53.67	1.285	2.066	14.03	545	-133.7	411.3	264.2	5	0	0
10/10/2011 10:15	91564	1744	19.18	48.49	1.978	2.465	14.23	552	-134.7	417.3	264	5	0	0
10/10/2011 10:20	91565	1761	19.16	46.35	1.943	2.492	22.02	558.6	-135.3	423.3	264.1	5	0	0
10/10/2011 10:25	91566	1773	19.29	45.58	1.421	1.719	6.753	561.9	-137.3	424.6	264.1	5	0	0
10/10/2011 10:30	91567	1797	19.71	43.9	1.237	1.986	9.73	570.4	-137.3	433	263.8	5	0	0
10/10/2011 10:35	91568	1811	19.75	44.02	1.607	2.279	8.24	575	-138.3	436.6	263.7	5	0	0
10/10/2011 10:40	91569	1819	19.73	44.99	1.706	2.332	4.355	578.1	-138.7	439.4	263.8	5	0	0
10/10/2011 10:45	91570	1836	20.04	40.61	1.706	2.492	21.41	585	-140.2	444.8	263.8	5	0	0
10/10/2011 10:50	91571	1848	19.8	40.83	2.105	2.785	7.809	588.4	-141	447.4	263.4	5	0	0
10/10/2011 10:55	91572	1864	20	40.66	1.815	2.545	23.64	596	-141.1	454.9	263.6	5	0	0
10/10/2011 11:00	91573	1877	20.09	40.48	1.49	2.119	16.02	599.7	-141.3	458.5	263.6	5	0	0
10/10/2011 11:05	91574	1891	20.06	45.34	1.823	2.705	11.65	603.4	-140.8	462.6	263.4	5	0	0
10/10/2011 11:10	91575	1919	20.02	40.95	1.954	3.317	6.337	614.1	-139.6	474.5	263.5	5	0	0
10/10/2011 11:15	91576	1894	20.7	41.91	1.376	1.932	16.22	605.4	-142.6	462.8	263.6	5	0	0
10/10/2011 11:20	91577	1914	20.62	42.53	2.018	3.051	8.37	611.8	-140.9	471	263.4	5	0	0
10/10/2011 11:25	91578	1937	20.63	40.76	1.986	2.705	15.07	620.4	-142.1	478.3	263.6	5	0	0
10/10/2011 11:30	91579	1933	20.38	37.1	2.153	3.078	22.47	612.6	-142	470.6	263.5	5	0	0
10/10/2011 11:35	91580	1884	20.34	38.76	2.055	3.424	4.948	600.1	-141.1	459	263.3	5	0	0
10/10/2011 11:40	91581	1980	20.69	39.1	2.036	2.971	4.913	635.1	-140.8	494.4	263.1	5	0	0
10/10/2011 11:45	91582	1903	20.99	37.94	1.765	3.024	7.784	608.2	-138.8	469.4	263.4	5	0	0
10/10/2011 11:50	91583	1971	21.27	38.53	1.272	2.332	10.77	630.2	-142.5	487.7	263.2	5	0	0
10/10/2011 11:55	91584	1976	21.32	37.75	1.187	1.986	1.649	629.7	-142.7	486.9	263.3	5	0	0
10/10/2011 12:00	91585	1996	21.24	36.85	2.96	4.17	2.527	639.3	-138.7	500.7	263.2	5	0	0
10/10/2011 12:05	91586	2011	21.21	43.99	2.209	2.971	1.875	645.7	-139.6	506.1	263.5	5	0	0
10/10/2011 12:10	91587	1915	21.5	36.39	2.889	4.063	3.738	625.8	-138.8	487	263.5	5	0	0
10/10/2011 12:15	91588	1982	21.11	34.06	2.59	3.237	0.759	636.4	-139	497.4	263.4	5	0	0
10/10/2011 12:20	91589	1970	21.62	39.89	1.927	3.211	2.065	633.1	-141.7	491.4	263.6	5	0	0
10/10/2011 12:25	91590	1321	21.58	34.42	2.058	3.184	2.421	425.4	-125.4	300	263.4	5	0	0
10/10/2011 12:30	91591	1786	21.48	35.71	2.58	3.184	3.251	591.5	-131	460.4	263.4	5	0	0
10/10/2011 12:35	91592	1963	21.59	37.01	1.946	2.545	3.702	637.4	-133.4	504	263.6	5	0	0
10/10/2011 12:40	91593	946	21.8	33.84	1.914	3.051	4.011	295.4	-114.4	181	263.2	5	0	0
10/10/2011 12:45	91594	1437	21.47	38.4	1.163	1.799	1.626	447.7	-106.1	341.6	263.5	5	0	0
10/10/2011 12:50	91595	1601	21.93	31.36	1.836	2.279	2.1	522.9	-118	404.8	263.4	5	0	0
10/10/2011 12:55	91596	1884	21.89	31.2	1.679	2.625	0.629	604.8	-128.6	476.2	263.6	5	0	0
10/10/2011 13:00	91597	1897	22.15	37.37	1.634	3.024	5.909	612.5	-133.3	479.2	263.6	5	0	0
10/10/2011 13:05	91598	1513	22.11	33.7	1.991	3.371	3.845	491.9	-117.1	374.8	263.4	5	0	0
10/10/2011 13:10	91599	1990	22.54	31.14	1.738	2.359	9.98	652.9	-127.4	525.5	263.4	5	0	0
10/10/2011 13:15	91600	1339	22.2	29.99	2.167	2.758	31.65	417.4	-114.5	302.9	263.2	5	0	0
10/10/2011 13:20	91601	1520	22.21	26.47	1.725	3.184	0.7	485.5	-112.5	373.1	263.3	5	0	0
10/10/2011 13:25	91602	1819	22.81	33.63	2.761	5.155	19.84	585	-116	468.9	263.5	5	0	0
10/10/2011 13:30	91603	1812	22.73	34.51	2.508	3.664	25.51	585.5	-129.5	456.1	263.5	5	0	0
10/10/2011 13:35	91604	1746	23.25	25.1	2.582	3.957	38.4	563.6	-138.1	425.5	263.5	5	0	0
10/10/2011 13:40	91605	1616	23.39	23.46	3.799	4.436	31.51	520	-134	386	263.2	5	0	0
10/10/2011 13:45	91606	1494	23.35	25.05	3.57	4.329	19.07	481.9	-123.2	358.7	263.2	5	0	0
10/10/2011 13:50	91607	1312	23.35	26.54	3.538	5.235	37.82	421.3	-118.3	302.9	263.1	5	0	0
10/10/2011 13:55	91608	1116	23.01	22.19	4.06	5.901	30.35	349.6	-108.6	241.1	263	5	0	0
10/10/2011 14:00	91609	1413	23.13	20.94	5.123	6.327	33.2	451.4	-107	344.5	263	5	0	0
10/10/2011 14:05	91610	1408	23.16	23.69	4.409	5.794	11.84	448.7	-108.6	340.1	263	5	0	0
10/10/2011 14:10	91611	1296	23.44	24.64	4.393	6.327	33.75	413.2	-116	297.2	262.9	5	0	0
10/10/2011 14:15	91612	1017	22.99	28.93	4.606	7.179	43.27	318.6	-103.3	215.4	262.8	5	0	0
10/10/2011 14:20	91613	1288	23.02	22.68	4.231	5.634	31.35	407.5	-102.7	304.8	262.9	5	0	0
10/10/2011 14:25	91614	1194	23.02	22.91	5.301	7.153	29.81	377.8	-104.3	273.5	262.8	5	0	0
10/10/2011 14:30	91615	1658	23.29	24.89	4.356	5.768	29.82	529.2	-112.9	416.3	263	5	0	0
10/10/2011 14:35	91616	1479	23.64	23.25	4.463	5.421	32.28	473.6	-120.8	352.8	262.9	5	0	0
10/10/2011 14:40	91617	1441	23.62	23.65	4.377	5.475	34.1	461.3	-124.1	337.3	262.8	5	0	0
10/10/2011 14:45	91618	1221	23.56	24.17	4.835	7.099	33.19	386.1	-125.2	260.9	262.8	5	0	0
10/10/2011 14:50	91619	967	22.92	23.63	4.494	5.608	30.16	300.7	-116.3	184.4	262.7	5	0	0
10/10/2011 14:55	91620	663.5	22.36	23.35	3.618	4.17	30.14	197.3	-103.5	93.8	262.7	5	0	0
10/10/2011 15:00	91621	643	22.59	26.59	2.718	3.344	28.02	194.8	-103.7	91.1	262.7	5	0	0
10/10/2011 15:05	91622	1088	22.75	25.6	3.634	4.676	37.52	348.2	-105.6	242.6	262.9	5	0	0
10/10/2011 15:10	91623	934	23.03	24.35	4.598	5.315	31.98	292.5	-102	190.5	262.9	5	0	0
10/10/2011 15:15	91624	1150	23.4	25.15	4.513	5.315	31.22	364.6	-109.9	254.7	263	5	0	0
10/10/2011 15:20	91625	1058	23.37	24.3	4.532	5.475	31.99	333.1	-114.4	218.6	262.9	5	0	0
10/10/2011 15:25	91626	1035	23.05	24.23	4.929	6.087	29.26	327	-113.4	213.5	262.8	5	0	0
10/10/2011 15:30	91627	1035	23.17	25.01	4.713	7.179	29.79	326.5	-113.3	213.2	262.9	5	0	0
10/10/2011 15:35	91628	999	23.18	23.6	4.782	6.247	29.45	314.9	-111.6	203.2	262.9	5	0	0
10/10/2011 15:40	91629	919	22.84	25.34	5.776	7.179	28.4	287.2	-107.7	179.5	262.9	5	0	0
10/10/2011 15:45	91630	910	22.82	28.52	4.388	5.581	26.59	285	-107.9	177.1	262.8	5	0	0
10/10/2011 15:50	91631	697.5	22.72	26.6	4.103	5.341	31.14	215	-105.2	109.8	262.8	5	0	0
10/10/2011 15:55	91632	797.4	22.91	25.2	4.092	5.368	24.21	247.2	-106.6	140.6	262.9	5	0	0
10/10/2011 16:00	91633	796.2	22.84	25.36	4.391	5.315	28.17	248.5	-105.4	143.2	262.9	5	0	0
10/10/2011 16:05	91634	514.1	22.71	28.39	3.458	4.116	30.27	153.8	-94.6	59.11	262.8	5	0	0
10/10/2011 16:10	91635	353.5	22.03	25.86	4.476	5.528	28.98	101.6	-78.42	23.2	262.7	5	0	0
10/10/2011 16:15	91636	438	21.83	25.19	5.264	6.86	29.76	130.5	-77.11	53.44	262.7	5	0	0
10/10/2011 16:20	91637	606.1	22.05	24.87	6.167	8.3	30.02	187.8	-75.91	111.9	262.8	5	0	0
10/10/2011 16:25	91638	587.2	22.22	24.59	4.598	5.688	29.66	180.8	-77.22	103.6	262.8	5	0	0
10/10/2011 16:30	91639	527.8	22.22	23.39	5.85	6.939	29.59	161.2	-82.4	78.79	262.7	5	0	0
10/10/2011 16:35	91640	287.5	21.74	26.01	4.867	5.395	28.41	82.9	-81.8	1.026	262.6	5	0	0
10/10/2011 16:40	91641	273.1	21.41	26.4	3.978	5.208	30.06	78.78	-76.85	1.931	262.6	5	0	0
10/10/2011 16:45	91642	309.1	21.44	26.7	4.167	5.208	27.3	92.1	-74.23	17.87	262.6	5	0	0
10/10/2011 16:50	91643	274.8	21.39	25.47	3.672	4.622	29.04	81.2	-70.49	10.71	262.7	5	0	0
10/10/2011 16:55	91644	229.7	21.31	27.48	4.119	5.315	29.27	67.06	-71.58	-4.522	262.6	5	0	0
10/10/2011 17:00	91645	226.2	21.13	26.19	3.565	4.143	27.63	66.55	-70.03	-3.482	262.6	5	0	0
10/10/2011 17:05	91646	227.7	21.15	25.78	3.437	5.128	29.32	67.63	-65.73	1.898	262.7	5	0	0
10/10/2011 17:10	91647	207.3	21.18	27.36	4.196	6.194	24.25	61.39	-67.12	-5.737	262.7	5	0	0
10/10/2011 17:15	91648	151.4	21.08	27	3.554	4.489	25.64	43.31	-71.79	-28.48	262.6	5	0	0
10/10/2011 17:20	91649	121.6	20.7	28.09	3.102	4.17	27.81	33.83	-70.78	-36.96	262.6	5	0	0
10/10/2011 17:25	91650	112.1	20.6	26.58	2.809	3.477	28.47	31.62	-63.79	-32.17	262.6	5	0	0
10/10/2011 17:30	91651	111.7	20.73	26.76	3.826	4.676	33.04	32.61	-62.49	-29.88	262.7	5	0	0
10/10/2011 17:35	91652	87.2	20.58	26.66	3.163	4.116	33.37	24.62	-64.82	-40.21	262.6	5	0	0
10/10/2011 17:40	91653	77.87	20.54	26.47	4.678	6.087	35.25	22.45	-65.31	-42.86	262.7	5	0	0
10/10/2011 17:45	91654	66.74	20.69	26.42	4.487	5.741	32.19	19.61	-65.26	-45.64	262.6	5	0	0
10/10/2011 17:50	91655	48.65	20.41	28.71	3.381	5.395	34.42	13.04	-65.47	-52.43	262.6	5	0	0
10/10/2011 17:55	91656	32.86	20.12	28.03	3.357	4.809	33.87	7.763	-62.88	-55.12	262.7	5	0	0
10/10/2011 18:00	91657	21.54	20.15	28.42	3.413	4.782	30.7	4.076	-61.39	-57.31	262.6	5	0	0
10/10/2011 18:05	91658	12.33	20.02	28.92	2.843	4.942	32.12	0.908	-59.03	-58.12	262.6	5	0	0
10/10/2011 18:10	91659	6.916	19.65	29.85	2.263	2.971	32.29	-0.934	-56.77	-57.71	262.6	5	0	0
10/10/2011 18:15	91660	3.191	19.44	30.06	2.646	4.063	29.34	-2.118	-56.13	-58.25	262.7	5	0	0
10/10/2011 18:20	91661	1.278	19.39	30.08	2.228	2.785	27.93	-2.398	-52.17	-54.57	262.7	5	0	0
10/10/2011 18:25	91662	0.418	19.22	31.64	2.09	2.279	26.39	-2.57	-47.03	-49.6	262.7	5	0	0
10/10/2011 18:30	91663	0.142	18.88	32.75	1.818	2.518	28.69	-2.656	-45.56	-48.22	262.8	5	0	0
10/10/2011 18:35	91664	0.075	18.75	32.42	1.578	1.852	28.76	-2.616	-43.92	-46.53	262.8	5	0	0
10/10/2011 18:40	91665	0.025	19.19	30.43	2.204	2.785	29.69	-2.246	-45.46	-47.71	262.9	5	0	0
10/10/2011 18:45	91666	0.008	19.04	32.39	1.943	2.385	31.64	-2.8	-49.37	-52.17	262.9	5	0	0
