"TOA5","WTC01","CR1000","33590","CR1000.Std.19","CPU:WTCsensors_Ch1.CR1","47130","Table1"
"TIMESTAMP","RECORD","VW_Avg(1)","VW_Avg(2)","VW_Avg(3)","SoilTempProbe_Avg(1)","SoilTempProbe_Avg(2)","SoilTempProbe_Avg(3)","SoilTempProbe_Avg(4)","SoilTempProbe_Avg(5)","SoilTempProbe_Avg(6)","SoilTemp_Avg(1)","SoilTemp_Avg(2)","BattV_Min","PTemp"
"TS","RN","","","","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Volts",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Min","Smp"
"2011-08-11 14:30:00",14783,0.056,0.049,0.041,13.78,12.87,11.66,11.64,11.86,13.23,12.98,13.56,13.48,22.42
"2011-08-11 14:45:00",14784,0.056,0.049,0.041,13.91,13.01,11.76,11.69,11.87,13.23,13.09,13.69,13.49,22.22
"2011-08-11 15:00:00",14785,0.056,0.049,0.041,14.02,13.17,11.87,11.76,11.88,13.22,13.19,13.81,13.49,21.89
"2011-08-11 15:15:00",14786,0.056,0.049,0.041,14.08,13.26,11.97,11.81,11.9,13.2,13.29,13.9,13.49,20.96
"2011-08-11 15:30:00",14787,0.056,0.049,0.041,14.11,13.33,12.05,11.86,11.9,13.2,13.36,13.98,13.48,20.26
"2011-08-11 15:45:00",14788,0.056,0.049,0.041,14.15,13.4,12.13,11.92,11.9,13.2,13.43,14.04,13.48,20.96
"2011-08-11 16:00:00",14789,0.056,0.049,0.041,14.27,13.48,12.23,11.97,11.92,13.2,13.5,14.14,13.48,21.64
"2011-08-11 16:15:00",14790,0.056,0.049,0.041,14.3,13.57,12.32,12.03,11.94,13.19,13.59,14.24,13.49,20.64
"2011-08-11 16:30:00",14791,0.056,0.049,0.041,14.31,13.63,12.39,12.09,11.93,13.18,13.65,14.29,13.48,19.42
"2011-08-11 16:45:00",14792,0.056,0.049,0.041,14.29,13.64,12.47,12.15,11.93,13.19,13.7,14.31,13.48,18.23
"2011-08-11 17:00:00",14793,0.056,0.049,0.041,14.21,13.65,12.53,12.18,11.96,13.19,13.72,14.3,13.48,17.04
"2011-08-11 17:15:00",14794,0.056,0.049,0.041,14.12,13.65,12.58,12.25,11.98,13.19,13.73,14.26,13.48,16
"2011-08-11 17:30:00",14795,0.056,0.049,0.041,14.03,13.62,12.63,12.29,12,13.18,13.72,14.21,13.48,15.07
"2011-08-11 17:45:00",14796,0.056,0.049,0.041,13.9,13.57,12.66,12.36,12,13.17,13.7,14.15,13.48,14.32
"2011-08-11 18:00:00",14797,0.056,0.049,0.041,13.8,13.51,12.7,12.38,12.02,13.18,13.67,14.08,13.48,13.73
"2011-08-11 18:15:00",14798,0.056,0.049,0.041,13.71,13.46,12.71,12.43,12.05,13.17,13.64,14.01,13.48,13.23
